timestamp,sender,receiver,amount,device_id,location,tx_type,degree_s,degree_r,total_amount_s,total_amount_r,latest_tx_s,latest_tx_r,avgNbrDeg_s,avgNbrDeg_r,clustering_s,clustering_r,pagerank_s,pagerank_r,risk_s,risk_r,count,total,avg,velocity,unique_devices,last_tx,label
10384,A113,A2215,4353644.0,D49,Dubai,transfer,4.0,6.0,12762600.0,4079160.0,17463.0,32365.0,7.25,5.5,0.0,0.0,1.10033,1.6992,2.0,2.0,1.0,4353640.0,4353640.0,1.0,1.0,10384.0,1
10385,A2236,A2215,1404157.0,D121,Dubai,transfer,4.0,6.0,1580010.0,4079160.0,30550.0,32365.0,5.0,5.5,0.0,0.0,1.31551,1.6992,2.0,2.0,1.0,1404160.0,1404160.0,1.0,1.0,10385.0,1
10386,A1513,A2215,9589326.0,D263,Dubai,transfer,10.0,6.0,38167100.0,4079160.0,39699.0,32365.0,4.6,5.5,0.0,0.0,0.663035,1.6992,4.0,2.0,1.0,9589330.0,9589330.0,1.0,1.0,10386.0,1
10392,A2395,A1838,20221.0,D58,Mumbai,withdrawal,3.0,3.0,41514.0,6319800.0,21987.0,36337.0,2.66667,4.0,0.0,0.0,0.764327,0.80307,2.0,2.0,1.0,20221.0,20221.0,1.0,1.0,10392.0,0
10401,A2239,A1066,1122.0,D274,Singapore,transfer,14.0,3.0,66336.0,9196080.0,10411.0,34913.0,3.35714,3.66667,0.0,0.0,2.13197,0.452842,4.0,2.0,1.0,1122.0,1122.0,1.0,1.0,10401.0,1
10402,A2239,A567,829.0,D62,Singapore,transfer,14.0,4.0,66336.0,194306.0,10411.0,18652.0,3.35714,3.75,0.0,0.0,2.13197,1.03309,4.0,2.0,1.0,829.0,829.0,1.0,1.0,10402.0,1
10403,A2239,A1849,1229.0,D268,Singapore,transfer,14.0,4.0,66336.0,248041.0,10411.0,25944.0,3.35714,5.25,0.0,0.0,2.13197,0.458448,4.0,2.0,1.0,1229.0,1229.0,1.0,1.0,10403.0,1
10404,A2239,A2102,977.0,D293,Singapore,transfer,14.0,2.0,66336.0,83066.0,10411.0,34399.0,3.35714,7.0,0.0,0.0,2.13197,0.308517,4.0,2.0,1.0,977.0,977.0,1.0,1.0,10404.0,1
10405,A2239,A1804,1538.0,D192,Singapore,transfer,14.0,6.0,66336.0,8821090.0,10411.0,37682.0,3.35714,3.66667,0.0,0.0,2.13197,2.20285,4.0,4.0,1.0,1538.0,1538.0,1.0,1.0,10405.0,1
10406,A2239,A1793,523.0,D277,Singapore,transfer,14.0,3.0,66336.0,289892.0,10411.0,19153.0,3.35714,4.0,0.0,0.0,2.13197,1.88237,4.0,2.0,1.0,523.0,523.0,1.0,1.0,10406.0,1
10407,A2239,A707,626.0,D14,Singapore,transfer,14.0,3.0,66336.0,251293.0,10411.0,25489.0,3.35714,3.66667,0.0,0.0,2.13197,0.715405,4.0,2.0,1.0,626.0,626.0,1.0,1.0,10407.0,1
10408,A2239,A1063,1606.0,D24,Singapore,transfer,14.0,3.0,66336.0,160082.0,10411.0,6440.0,3.35714,1.66667,0.0,0.0,2.13197,1.08176,4.0,2.0,1.0,1606.0,1606.0,1.0,1.0,10408.0,1
10409,A2239,A1716,1471.0,D164,Singapore,transfer,14.0,5.0,66336.0,4031450.0,10411.0,35726.0,3.35714,4.4,0.0,0.0,2.13197,0.73054,4.0,2.0,1.0,1471.0,1471.0,1.0,1.0,10409.0,1
10410,A2239,A1939,1865.0,D48,Singapore,transfer,14.0,3.0,66336.0,9356730.0,10411.0,29694.0,3.35714,3.33333,0.0,0.0,2.13197,1.53432,4.0,2.0,1.0,1865.0,1865.0,1.0,1.0,10410.0,1
10411,A2239,A737,886.0,D195,Singapore,transfer,14.0,3.0,66336.0,5403.0,10411.0,11762.0,3.35714,4.0,0.0,0.0,2.13197,1.28045,4.0,4.0,1.0,886.0,886.0,1.0,1.0,10411.0,1
10411,A1652,A375,1409931.0,D81,Ladakh,transfer,7.0,2.0,24140700.0,38567.0,12551.0,18409.0,5.28571,5.0,0.0,0.0,0.404058,0.316266,2.0,2.0,1.0,1409930.0,1409930.0,1.0,1.0,10411.0,1
10412,A1652,A2419,4536929.0,D85,Pakistan,transfer,7.0,4.0,24140700.0,6684880.0,12551.0,35351.0,5.28571,3.25,0.0,0.0,0.404058,1.0307,2.0,2.0,1.0,4536930.0,4536930.0,1.0,1.0,10412.0,1
10413,A1652,A2293,8467337.0,D78,Ladakh,transfer,7.0,5.0,24140700.0,20643500.0,12551.0,31598.0,5.28571,3.0,0.0,0.0,0.404058,0.469217,2.0,4.0,1.0,8467340.0,8467340.0,1.0,1.0,10413.0,1
10414,A1652,A1607,9707329.0,D245,Delhi,transfer,7.0,14.0,24140700.0,285772.0,12551.0,38073.0,5.28571,3.42857,0.0,0.0,0.404058,2.25635,2.0,4.0,1.0,9707330.0,9707330.0,1.0,1.0,10414.0,1
10416,A483,A1060,1483826.0,D_SHARED_2,Dubai,transfer,2.0,4.0,1533450.0,97715.0,38671.0,36703.0,3.5,3.5,0.0,0.0,1.40574,0.790968,2.0,2.0,1.0,1483830.0,1483830.0,1.0,1.0,10416.0,1
10417,A2380,A1735,1887419.0,D_SHARED_2,Dubai,transfer,5.0,2.0,5673290.0,91628.0,33502.0,25833.0,4.2,3.0,0.0,0.0,0.978596,1.06092,2.0,2.0,1.0,1887420.0,1887420.0,1.0,1.0,10417.0,1
10418,A1453,A1750,738653.0,D_SHARED_2,Dubai,transfer,2.0,10.0,800618.0,27700600.0,10418.0,20176.0,6.5,2.5,0.0,0.0,1.24697,2.14706,2.0,4.0,1.0,738653.0,738653.0,1.0,1.0,10418.0,1
10419,A2025,A2261,4162720.0,D_SHARED_2,Dubai,transfer,3.0,7.0,5381560.0,22378500.0,37555.0,35906.0,5.66667,5.14286,0.0,0.0,1.07727,1.54211,2.0,4.0,1.0,4162720.0,4162720.0,1.0,1.0,10419.0,1
10420,A726,A1997,4766800.0,D_SHARED_2,Dubai,transfer,7.0,2.0,11034400.0,66521.0,36922.0,26577.0,4.14286,3.0,0.0,0.0,1.19936,0.801758,2.0,2.0,1.0,4766800.0,4766800.0,1.0,1.0,10420.0,1
10425,A1366,A1546,72891.0,D33,Delhi,transfer,8.0,16.0,13930300.0,6472880.0,35705.0,37948.0,5.125,4.9375,0.0,0.00833333,0.71907,2.44108,4.0,6.0,1.0,72891.0,72891.0,1.0,1.0,10425.0,0
10433,A1631,A745,38835.0,D24,Pakistan,payment,15.0,4.0,1925490.0,127847.0,37825.0,14300.0,2.73333,2.25,0.0,0.0,1.43516,0.428354,2.0,2.0,1.0,38835.0,38835.0,1.0,1.0,10433.0,0
10442,A1085,A1759,85810.0,D20,Dubai,payment,5.0,3.0,428967.0,194302.0,35247.0,35652.0,4.0,1.0,0.0,0.0,0.472688,1.87803,2.0,2.0,1.0,85810.0,85810.0,1.0,1.0,10442.0,0
10450,A622,A266,72094.0,D291,Singapore,transfer,5.0,7.0,289790.0,431297.0,26874.0,26758.0,4.0,2.42857,0.0,0.0,0.699253,0.990848,2.0,2.0,1.0,72094.0,72094.0,1.0,1.0,10450.0,0
10457,A996,A1666,4617478.0,D_SHARED_5,Dubai,transfer,2.0,1.0,4709950.0,84930.0,13623.0,17765.0,1.5,5.0,0.0,0.0,0.555851,0.629953,2.0,2.0,1.0,4617480.0,4617480.0,1.0,1.0,10457.0,1
10458,A2223,A2240,2098220.0,D_SHARED_5,Dubai,transfer,2.0,4.0,4437000.0,2563090.0,38937.0,32604.0,4.5,5.25,0.0,0.0,1.0,0.777847,2.0,2.0,1.0,2098220.0,2098220.0,1.0,1.0,10458.0,1
10459,A2,A2059,9628046.0,D_SHARED_5,Dubai,transfer,5.0,2.0,16202600.0,69722.0,31930.0,35733.0,3.6,3.0,0.0,0.0,0.26953,0.347203,2.0,2.0,1.0,9628050.0,9628050.0,1.0,1.0,10459.0,1
10460,A910,A1090,8969570.0,D_SHARED_5,Dubai,transfer,7.0,5.0,9209550.0,470822.0,31614.0,28291.0,3.42857,4.2,0.0,0.0,1.1103,0.618208,2.0,2.0,1.0,8969570.0,8969570.0,1.0,1.0,10460.0,1
10461,A1639,A2182,8419054.0,D_SHARED_5,Dubai,transfer,2.0,6.0,10471800.0,301263.0,36250.0,39079.0,5.5,5.0,0.0,0.0,1.37517,1.40383,2.0,2.0,1.0,8419050.0,8419050.0,1.0,1.0,10461.0,1
10461,A1786,A564,12498.0,D241,London,payment,4.0,5.0,38353.0,14264100.0,24480.0,35424.0,4.75,2.4,0.0,0.0,1.20064,0.861931,2.0,2.0,1.0,12498.0,12498.0,1.0,1.0,10461.0,0
10469,A2160,A1824,79148.0,D295,Mumbai,transfer,4.0,9.0,316865.0,4584550.0,38899.0,35228.0,8.5,3.44444,0.0,0.0,0.522327,0.466987,2.0,2.0,1.0,79148.0,79148.0,1.0,1.0,10469.0,0
10474,A2403,A838,1963.0,D209,Singapore,transfer,7.0,3.0,9659.0,161976.0,10480.0,33613.0,4.28571,3.33333,0.0,0.0,0.983916,1.13851,4.0,2.0,1.0,1963.0,1963.0,1.0,1.0,10474.0,1
10475,A2403,A443,976.0,D110,Singapore,transfer,7.0,1.0,9659.0,67414.0,10480.0,36240.0,4.28571,10.0,0.0,0.0,0.983916,1.59493,4.0,2.0,1.0,976.0,976.0,1.0,1.0,10475.0,1
10475,A1476,A1141,73698.0,D132,London,payment,5.0,4.0,9881700.0,26622.0,34155.0,18426.0,3.2,2.75,0.0,0.0,1.56074,1.86618,2.0,2.0,1.0,73698.0,73698.0,1.0,1.0,10475.0,0
10476,A2403,A1947,1973.0,D209,Singapore,transfer,7.0,4.0,9659.0,217740.0,10480.0,15409.0,4.28571,3.75,0.0,0.0,0.983916,0.50272,4.0,2.0,1.0,1973.0,1973.0,1.0,1.0,10476.0,1
10477,A2403,A2,1199.0,D96,Singapore,transfer,7.0,5.0,9659.0,16202600.0,10480.0,31930.0,4.28571,3.6,0.0,0.0,0.983916,0.26953,4.0,2.0,1.0,1199.0,1199.0,1.0,1.0,10477.0,1
10478,A2403,A1019,589.0,D131,Singapore,transfer,7.0,7.0,9659.0,6374060.0,10480.0,39793.0,4.28571,4.14286,0.0,0.0,0.983916,1.42242,4.0,2.0,1.0,589.0,589.0,1.0,1.0,10478.0,1
10478,A399,A1757,48720.0,D111,Dubai,withdrawal,6.0,3.0,245215.0,12826.0,39799.0,23732.0,4.66667,3.33333,0.0,0.0,2.97473,0.757001,6.0,2.0,1.0,48720.0,48720.0,1.0,1.0,10478.0,0
10479,A2403,A1316,1639.0,D262,Singapore,transfer,7.0,2.0,9659.0,44390.0,10480.0,37394.0,4.28571,9.0,0.0,0.0,0.983916,2.42186,4.0,4.0,1.0,1639.0,1639.0,1.0,1.0,10479.0,1
10480,A2403,A387,1320.0,D171,Singapore,transfer,7.0,8.0,9659.0,30225.0,10480.0,35061.0,4.28571,4.75,0.0,0.0,0.983916,0.374666,4.0,2.0,1.0,1320.0,1320.0,1.0,1.0,10480.0,1
10483,A2324,A1706,2396.0,D270,Pakistan,transfer,3.0,3.0,7777.0,1729670.0,28559.0,39920.0,4.66667,4.33333,0.0,0.0,1.13894,1.45434,2.0,2.0,1.0,2396.0,2396.0,1.0,1.0,10483.0,0
10491,A1984,A268,67888.0,D65,Singapore,withdrawal,2.0,4.0,136316.0,4872710.0,24409.0,39305.0,5.0,3.75,0.0,0.0,0.855749,0.736231,2.0,2.0,1.0,67888.0,67888.0,1.0,1.0,10491.0,0
10500,A12,A1642,60872.0,D283,Bangalore,payment,11.0,6.0,23194600.0,2899350.0,36539.0,37384.0,4.81818,5.5,0.0,0.0,1.6553,1.06641,2.0,2.0,1.0,60872.0,60872.0,1.0,1.0,10500.0,0
10502,A1695,A2118,13885.0,D116,London,payment,6.0,4.0,2581400.0,379406.0,25008.0,28567.0,4.16667,3.75,0.0,0.0,0.531118,0.459116,2.0,2.0,1.0,13885.0,13885.0,1.0,1.0,10502.0,0
10511,A2206,A1020,37491.0,D182,London,withdrawal,5.0,9.0,5696790.0,16288300.0,26600.0,35506.0,5.6,3.22222,0.0,0.0,0.591517,0.643345,2.0,4.0,1.0,37491.0,37491.0,1.0,1.0,10511.0,0
10521,A1277,A2076,18592.0,D227,London,payment,6.0,5.0,95808.0,7834920.0,32779.0,29000.0,5.83333,3.4,0.0,0.0,0.680731,0.246468,2.0,2.0,1.0,18592.0,18592.0,1.0,1.0,10521.0,0
10527,A1285,A202,80074.0,D262,Mumbai,transfer,6.0,3.0,480070.0,116137.0,37993.0,25065.0,2.0,5.66667,0.0,0.0,0.801235,2.08151,2.0,4.0,1.0,80074.0,80074.0,1.0,1.0,10527.0,0
10537,A740,A240,8015527.0,D185,Dubai,transfer,9.0,2.0,28289900.0,43853.0,39218.0,36656.0,3.44444,4.0,0.0,0.0,1.20355,0.911228,2.0,2.0,1.0,8015530.0,8015530.0,1.0,1.0,10537.0,1
10538,A740,A1563,746492.0,D180,Mumbai,transfer,9.0,2.0,28289900.0,24026.0,39218.0,31183.0,3.44444,9.0,0.0,0.0,1.20355,2.17049,2.0,4.0,1.0,746492.0,746492.0,1.0,1.0,10538.0,1
10539,A740,A289,7960567.0,D41,Pakistan,transfer,9.0,5.0,28289900.0,1976800.0,39218.0,33970.0,3.44444,2.2,0.0,0.0,1.20355,0.263553,2.0,2.0,1.0,7960570.0,7960570.0,1.0,1.0,10539.0,1
10540,A740,A254,3809689.0,D276,Pakistan,transfer,9.0,3.0,28289900.0,153584.0,39218.0,36130.0,3.44444,4.66667,0.0,0.0,1.20355,0.995335,2.0,2.0,1.0,3809690.0,3809690.0,1.0,1.0,10540.0,1
10541,A1019,A1683,82747.0,D92,Pakistan,withdrawal,7.0,3.0,6374060.0,9453450.0,39793.0,31278.0,4.14286,3.66667,0.0,0.0,1.42242,0.964962,2.0,2.0,1.0,82747.0,82747.0,1.0,1.0,10541.0,0
10551,A1526,A2456,5157.0,D121,Ladakh,payment,6.0,0.0,1912400.0,0.0,34158.0,0.0,3.33333,0.0,0.0,0.0,1.11623,1.15503,2.0,0.0,1.0,5157.0,5157.0,1.0,1.0,10551.0,0
10559,A557,A1224,1166.0,D_SHARED_1,Dubai,transfer,4.0,7.0,92383.0,3323360.0,26073.0,39692.0,3.75,4.57143,0.0,0.0,1.72847,0.880132,2.0,2.0,1.0,1166.0,1166.0,1.0,1.0,10559.0,1
10560,A1224,A2173,1166.0,D_SHARED_3,Dubai,transfer,7.0,6.0,3323360.0,61566.0,39692.0,39239.0,4.57143,5.0,0.0,0.0,0.880132,2.07705,2.0,4.0,1.0,1166.0,1166.0,1.0,1.0,10560.0,1
10561,A2173,A2378,1166.0,D_SHARED_4,Dubai,transfer,6.0,5.0,61566.0,8404930.0,39239.0,39817.0,5.0,4.2,0.0,0.0,2.07705,1.44871,4.0,2.0,1.0,1166.0,1166.0,1.0,1.0,10561.0,1
10562,A2378,A1025,1166.0,D_SHARED_4,Dubai,transfer,5.0,6.0,8404930.0,9905.0,39817.0,38298.0,4.2,4.66667,0.0,0.0,1.44871,0.838935,2.0,2.0,1.0,1166.0,1166.0,1.0,1.0,10562.0,1
10563,A1025,A557,1166.0,D_SHARED_3,Dubai,transfer,6.0,4.0,9905.0,92383.0,38298.0,26073.0,4.66667,3.75,0.0,0.0,0.838935,1.72847,2.0,2.0,1.0,1166.0,1166.0,1.0,1.0,10563.0,1
10568,A1767,A2038,28973.0,D55,Ladakh,payment,6.0,6.0,8035030.0,641587.0,31285.0,31722.0,3.5,4.66667,0.0,0.0,1.0,0.92217,2.0,2.0,1.0,28973.0,28973.0,1.0,1.0,10568.0,0
10571,A1290,A1815,5702956.0,D276,Delhi,transfer,5.0,3.0,5871810.0,7561870.0,39642.0,32305.0,3.4,5.66667,0.0,0.0,0.915576,1.2161,2.0,2.0,1.0,5702960.0,5702960.0,1.0,1.0,10571.0,1
10581,A1264,A1307,29525.0,D99,Delhi,transfer,5.0,3.0,9849090.0,8592970.0,37934.0,21734.0,2.2,2.33333,0.0,0.0,1.0,1.10293,2.0,2.0,1.0,29525.0,29525.0,1.0,1.0,10581.0,0
10585,A1514,A1058,59051.0,D23,Singapore,withdrawal,4.0,3.0,1297500.0,221100.0,27109.0,24611.0,4.25,3.0,0.0,0.0,3.19041,1.10834,6.0,2.0,1.0,59051.0,59051.0,1.0,1.0,10585.0,0
10588,A1379,A1185,7213.0,D56,Pakistan,withdrawal,2.0,6.0,14240.0,6121850.0,33323.0,35671.0,8.0,4.0,0.0,0.0,0.499986,0.807387,2.0,4.0,1.0,7213.0,7213.0,1.0,1.0,10588.0,0
10598,A220,A38,91628.0,D218,Bangalore,payment,3.0,5.0,183940.0,459169.0,18660.0,36653.0,6.0,5.6,0.0,0.0,1.91314,1.10495,2.0,2.0,1.0,91628.0,91628.0,1.0,1.0,10598.0,0
10601,A1852,A1754,29458.0,D23,Singapore,withdrawal,5.0,3.0,147743.0,135262.0,32105.0,23230.0,3.0,4.0,0.0,0.0,1.25866,0.854628,2.0,2.0,1.0,29458.0,29458.0,1.0,1.0,10601.0,0
10609,A551,A1295,64111.0,D94,Mumbai,transfer,8.0,4.0,18976000.0,12561900.0,33123.0,32895.0,3.625,4.0,0.0,0.0,0.450852,0.487238,2.0,2.0,1.0,64111.0,64111.0,1.0,1.0,10609.0,0
10612,A410,A379,64983.0,D189,Singapore,withdrawal,7.0,2.0,10279100.0,6311.0,36822.0,33085.0,2.85714,4.0,0.0,0.0,3.43968,1.26488,6.0,2.0,1.0,64983.0,64983.0,1.0,1.0,10612.0,0
10617,A2118,A1591,94967.0,D162,Ladakh,transfer,4.0,2.0,379406.0,2386420.0,28567.0,39484.0,3.75,4.5,0.0,0.0,0.459116,1.21344,2.0,2.0,1.0,94967.0,94967.0,1.0,1.0,10617.0,0
10625,A1623,A1971,36851.0,D292,Ladakh,withdrawal,4.0,2.0,147215.0,1343560.0,24643.0,36379.0,3.25,5.0,0.0,0.0,0.69171,1.44793,2.0,2.0,1.0,36851.0,36851.0,1.0,1.0,10625.0,0
10628,A325,A709,56945.0,D60,Dubai,payment,5.0,4.0,4550990.0,57658.0,28744.0,39338.0,4.2,4.25,0.0,0.0,0.775823,0.931562,2.0,2.0,1.0,56945.0,56945.0,1.0,1.0,10628.0,0
10629,A1120,A1828,17987.0,D210,Singapore,withdrawal,5.0,2.0,73507.0,2476.0,39323.0,37393.0,3.8,3.0,0.0,0.0,1.04753,2.08964,2.0,4.0,1.0,17987.0,17987.0,1.0,1.0,10629.0,0
10636,A675,A1961,1200.0,D117,Singapore,transfer,10.0,4.0,18474.0,2452220.0,37859.0,38387.0,3.2,3.25,0.0222222,0.0,1.24933,0.498585,2.0,2.0,1.0,1200.0,1200.0,1.0,1.0,10636.0,1
10637,A675,A1762,1208.0,D198,Singapore,transfer,10.0,7.0,18474.0,9271980.0,37859.0,39494.0,3.2,4.71429,0.0222222,0.0,1.24933,0.636585,2.0,2.0,1.0,1208.0,1208.0,1.0,1.0,10637.0,1
10638,A675,A2181,598.0,D237,Singapore,transfer,10.0,4.0,18474.0,6780240.0,37859.0,7016.0,3.2,2.25,0.0222222,0.0,1.24933,0.333251,2.0,2.0,1.0,598.0,598.0,1.0,1.0,10638.0,1
10639,A675,A2270,1217.0,D87,Singapore,transfer,10.0,3.0,18474.0,183861.0,37859.0,33963.0,3.2,7.0,0.0222222,0.0,1.24933,2.40647,2.0,4.0,1.0,1217.0,1217.0,1.0,1.0,10639.0,1
10640,A675,A1510,1042.0,D264,Singapore,transfer,10.0,2.0,18474.0,52153.0,37859.0,14867.0,3.2,5.0,0.0222222,0.0,1.24933,1.06599,2.0,2.0,1.0,1042.0,1042.0,1.0,1.0,10640.0,1
10641,A675,A717,1134.0,D66,Singapore,transfer,10.0,0.0,18474.0,0.0,37859.0,0.0,3.2,0.0,0.0222222,0.0,1.24933,0.597605,2.0,2.0,1.0,1134.0,1134.0,1.0,1.0,10641.0,1
10641,A1100,A194,24898.0,D269,Pakistan,payment,3.0,5.0,74008.0,8046310.0,15270.0,36728.0,2.33333,3.6,0.0,0.0,0.208881,0.883216,2.0,2.0,1.0,24898.0,24898.0,1.0,1.0,10641.0,0
10642,A675,A506,1875.0,D286,Singapore,transfer,10.0,5.0,18474.0,4759410.0,37859.0,27445.0,3.2,2.0,0.0222222,0.0,1.24933,1.71521,2.0,2.0,1.0,1875.0,1875.0,1.0,1.0,10642.0,1
10643,A675,A953,1531.0,D167,Singapore,transfer,10.0,4.0,18474.0,2870650.0,37859.0,36701.0,3.2,3.25,0.0222222,0.0,1.24933,1.7622,2.0,2.0,1.0,1531.0,1531.0,1.0,1.0,10643.0,1
10647,A1914,A1387,15801.0,D254,Delhi,transfer,12.0,5.0,46490.0,24964900.0,23023.0,16044.0,3.5,5.4,0.0151515,0.0,0.795159,1.12602,2.0,2.0,1.0,15801.0,15801.0,1.0,1.0,10647.0,0
10649,A632,A2201,8241965.0,D44,London,transfer,1.0,10.0,8241960.0,99337.0,10649.0,31713.0,10.0,4.1,0.0,0.0,3.21273,2.87716,6.0,4.0,1.0,8241960.0,8241960.0,1.0,1.0,10649.0,1
10657,A1631,A845,38891.0,D24,Pakistan,payment,15.0,3.0,1925490.0,1453360.0,37825.0,33163.0,2.73333,3.33333,0.0,0.0,1.43516,0.530714,2.0,2.0,1.0,38891.0,38891.0,1.0,1.0,10657.0,0
10661,A249,A276,73806.0,D213,London,transfer,2.0,9.0,147483.0,7668760.0,10661.0,38227.0,5.5,3.22222,0.0,0.0,1.0167,2.48899,2.0,4.0,1.0,73806.0,73806.0,1.0,1.0,10661.0,0
10662,A797,A136,52960.0,D295,Delhi,payment,8.0,3.0,10982900.0,2908670.0,32003.0,31516.0,4.875,4.0,0.0,0.0,0.69021,0.853147,2.0,2.0,1.0,52960.0,52960.0,1.0,1.0,10662.0,0
10671,A594,A1093,29511.0,D101,Delhi,payment,5.0,5.0,117776.0,13112300.0,29377.0,17819.0,4.4,4.4,0.0,0.0,0.354089,0.655097,2.0,4.0,1.0,29511.0,29511.0,1.0,1.0,10671.0,0
10675,A49,A147,59577.0,D196,London,withdrawal,3.0,2.0,178705.0,6262960.0,10675.0,30491.0,2.66667,3.0,0.0,0.0,1.97839,0.986576,2.0,2.0,1.0,59577.0,59577.0,1.0,1.0,10675.0,0
10677,A1624,A1805,49204.0,D121,Pakistan,withdrawal,3.0,6.0,148303.0,8039900.0,28457.0,36591.0,4.66667,4.5,0.0,0.0,0.272215,1.01166,2.0,2.0,1.0,49204.0,49204.0,1.0,1.0,10677.0,0
10682,A275,A1741,51298.0,D285,Pakistan,payment,6.0,4.0,15337100.0,16908.0,39309.0,13618.0,4.5,6.25,0.0,0.0,0.875855,0.759224,2.0,2.0,1.0,51298.0,51298.0,1.0,1.0,10682.0,0
10688,A1752,A220,1868.0,D58,Mumbai,withdrawal,3.0,3.0,5561.0,183940.0,31872.0,18660.0,3.66667,6.0,0.0,0.0,1.8687,1.91314,2.0,2.0,1.0,1868.0,1868.0,1.0,1.0,10688.0,0
10694,A1947,A2469,54489.0,D97,Delhi,transfer,4.0,7.0,217740.0,11822400.0,15409.0,28166.0,3.75,6.0,0.0,0.0,0.50272,0.25692,2.0,2.0,1.0,54489.0,54489.0,1.0,1.0,10694.0,0
10700,A2441,A506,68194.0,D70,Singapore,withdrawal,7.0,5.0,346124.0,4759410.0,37020.0,27445.0,3.57143,2.0,0.0,0.0,1.19636,1.71521,2.0,2.0,1.0,68194.0,68194.0,1.0,1.0,10700.0,0
10708,A2100,A1047,71374.0,D198,Pakistan,withdrawal,3.0,0.0,4869110.0,0.0,36171.0,0.0,3.0,0.0,0.0,0.0,0.917098,0.876061,2.0,0.0,1.0,71374.0,71374.0,1.0,1.0,10708.0,0
10718,A2371,A545,8042112.0,D_SHARED_4,Dubai,transfer,2.0,2.0,8076490.0,7021780.0,20163.0,35343.0,3.0,5.0,0.0,0.0,1.21563,0.88613,2.0,2.0,1.0,8042110.0,8042110.0,1.0,1.0,10718.0,1
10719,A429,A1124,7540018.0,D_SHARED_4,Dubai,transfer,4.0,4.0,18354200.0,95164.0,35165.0,31559.0,2.75,3.0,0.0,0.0,0.642788,1.68939,2.0,2.0,1.0,7540020.0,7540020.0,1.0,1.0,10719.0,1
10720,A564,A1040,6322462.0,D_SHARED_4,Dubai,transfer,5.0,2.0,14264100.0,151621.0,35424.0,26526.0,2.4,8.5,0.0,0.0,0.861931,0.935572,2.0,2.0,1.0,6322460.0,6322460.0,1.0,1.0,10720.0,1
10721,A953,A150,1502360.0,D_SHARED_4,Dubai,transfer,4.0,3.0,2870650.0,3697070.0,36701.0,17990.0,3.25,5.33333,0.0,0.0,1.7622,0.952999,2.0,2.0,1.0,1502360.0,1502360.0,1.0,1.0,10721.0,1
10722,A2451,A2214,6397898.0,D_SHARED_4,Dubai,transfer,5.0,4.0,6424850.0,4163140.0,30113.0,37737.0,4.0,2.75,0.0,0.0,1.22974,1.05528,2.0,2.0,1.0,6397900.0,6397900.0,1.0,1.0,10722.0,1
10723,A542,A835,73454.0,D116,Ladakh,withdrawal,4.0,3.0,1607110.0,38054.0,27436.0,36418.0,3.25,3.0,0.0,0.0,1.40889,1.12591,2.0,2.0,1.0,73454.0,73454.0,1.0,1.0,10723.0,0
10727,A423,A619,87448.0,D160,Delhi,transfer,4.0,2.0,347753.0,6823860.0,18184.0,26698.0,5.0,2.0,0.0,0.0,1.69702,1.24858,2.0,2.0,1.0,87448.0,87448.0,1.0,1.0,10727.0,0
10734,A644,A2321,45864.0,D181,London,transfer,6.0,5.0,19675600.0,216074.0,33462.0,28124.0,3.66667,3.2,0.0,0.0,0.574562,0.832436,2.0,2.0,1.0,45864.0,45864.0,1.0,1.0,10734.0,0
10743,A203,A2368,73549.0,D109,Bangalore,transfer,5.0,3.0,6230510.0,78084.0,34162.0,39459.0,4.0,3.33333,0.0,0.0,0.472651,0.718254,2.0,2.0,1.0,73549.0,73549.0,1.0,1.0,10743.0,0
10746,A9,A67,8809.0,D268,Pakistan,payment,3.0,2.0,26390.0,41029.0,32548.0,30433.0,3.66667,4.5,0.0,0.0,1.95815,1.64115,2.0,2.0,1.0,8809.0,8809.0,1.0,1.0,10746.0,0
10753,A1583,A499,1187.0,D_SHARED_3,Dubai,transfer,5.0,5.0,9600810.0,37697.0,28098.0,26327.0,4.2,6.4,0.0,0.0,0.425276,0.993314,2.0,2.0,1.0,1187.0,1187.0,1.0,1.0,10753.0,1
10754,A499,A46,1187.0,D_SHARED_4,Dubai,transfer,5.0,5.0,37697.0,123133.0,26327.0,34358.0,6.4,4.2,0.0,0.0,0.993314,2.35237,2.0,6.0,1.0,1187.0,1187.0,1.0,1.0,10754.0,1
10755,A46,A2244,1187.0,D_SHARED_1,Dubai,transfer,5.0,4.0,123133.0,6939510.0,34358.0,33186.0,4.2,3.75,0.0,0.0,2.35237,1.28467,6.0,2.0,1.0,1187.0,1187.0,1.0,1.0,10755.0,1
10756,A2244,A343,1187.0,D_SHARED_3,Dubai,transfer,4.0,4.0,6939510.0,8795030.0,33186.0,32897.0,3.75,4.75,0.0,0.0,1.28467,1.09226,2.0,2.0,1.0,1187.0,1187.0,1.0,1.0,10756.0,1
10757,A343,A1211,1187.0,D_SHARED_1,Dubai,transfer,4.0,5.0,8795030.0,122560.0,32897.0,36824.0,4.75,3.8,0.0,0.0,1.09226,0.605181,2.0,2.0,1.0,1187.0,1187.0,1.0,1.0,10757.0,1
10758,A1211,A1583,1187.0,D_SHARED_2,Dubai,transfer,5.0,5.0,122560.0,9600810.0,36824.0,28098.0,3.8,4.2,0.0,0.0,0.605181,0.425276,2.0,2.0,1.0,1187.0,1187.0,1.0,1.0,10758.0,1
