sender,receiver,count,total,avg,velocity,unique_devices,last_tx
A334,A2055,1,57020,57020,1,1,19964
A334,A2387,1,2.37287e+006,2.37287e+006,1,1,818
A115,A235,1,91115,91115,1,1,23438
A115,A410,1,3.86892e+006,3.86892e+006,1,1,10995
A2096,A1990,1,42849,42849,1,1,32682
A2096,A1487,1,2.68277e+006,2.68277e+006,1,1,2993
A2096,A2093,1,42345,42345,1,1,32492
A2096,A934,1,42410,42410,1,1,9470
A2096,A1315,1,42550,42550,1,1,34741
A2096,A2338,1,42687,42687,1,1,19893
A2341,A56,1,16297,16297,1,1,31210
A2341,A2243,1,6.4701e+006,6.4701e+006,1,1,19715
A2341,A604,1,16277,16277,1,1,1842
A2341,A804,1,15631,15631,1,1,2844
A2341,A644,1,16308,16308,1,1,4618
A2341,A322,1,8.16286e+006,8.16286e+006,1,1,7018
A65,A1571,1,4.92354e+006,4.92354e+006,1,1,39832
A65,A2167,1,7.29417e+006,7.29417e+006,1,1,39830
A65,A1030,1,4.00689e+006,4.00689e+006,1,1,39829
A65,A88,1,19714,19714,1,1,35080
A65,A1151,1,19351,19351,1,1,31613
A65,A1922,1,5.23263e+006,5.23263e+006,1,1,23144
A65,A1856,1,19637,19637,1,1,9656
A65,A1738,1,1630,1630,1,1,3182
A65,A1868,1,1924,1924,1,1,3180
A65,A762,1,1369,1369,1,1,3184
A65,A347,1,781,781,1,1,3179
A65,A1414,1,4.11133e+006,4.11133e+006,1,1,16994
A65,A1576,1,1227,1227,1,1,3183
A65,A737,1,1430,1430,1,1,3181
A65,A2368,1,1520,1520,1,1,3185
A65,A1753,1,7.67101e+006,7.67101e+006,1,1,39831
A65,A1092,1,19344,19344,1,1,18342
A2025,A2457,1,58121,58121,1,1,37555
A2025,A2261,1,4.16272e+006,4.16272e+006,1,1,10419
A2025,A2123,1,1.16072e+006,1.16072e+006,1,1,2399
A350,A2337,1,1.59204e+006,1.59204e+006,1,1,36252
A350,A1487,1,8.7883e+006,8.7883e+006,1,1,2992
A350,A876,1,30724,30724,1,1,17163
A350,A2188,1,30466,30466,1,1,21892
A350,A1169,1,30897,30897,1,1,35822
A202,A2156,1,38574,38574,1,1,25065
A202,A1567,1,38641,38641,1,1,5906
A202,A778,1,38922,38922,1,1,2973
A1588,A888,1,62626,62626,1,1,33373
A1588,A1709,1,62489,62489,1,1,33014
A1588,A2430,1,62378,62378,1,1,16101
A1588,A2013,1,62625,62625,1,1,2951
A108,A2364,1,1317,1317,1,1,39510
A108,A593,1,5000,5000,1,1,49429
A108,A804,1,80540,80540,1,1,6222
A108,A2443,1,1.61426e+006,1.61426e+006,1,1,2941
A932,A1165,1,1799,1799,1,1,28244
A932,A16,1,86711,86711,1,1,32562
A932,A1710,1,1000,1000,1,1,2912
A1390,A2069,1,70966,70966,1,1,28654
A1390,A2151,1,71023,71023,1,1,9405
A2295,A910,1,34030,34030,1,1,15404
A2295,A2414,1,34096,34096,1,1,29412
A2295,A1742,1,7.09616e+006,7.09616e+006,1,1,12234
A469,A1926,1,94788,94788,1,1,36444
A469,A675,1,94986,94986,1,1,30376
A469,A1950,1,911,911,1,1,13558
A469,A130,1,1000,1000,1,1,12650
A1376,A1833,1,8.4715e+006,8.4715e+006,1,1,36685
A1376,A2261,1,5.04784e+006,5.04784e+006,1,1,25413
A1376,A225,1,67657,67657,1,1,3461
A640,A1487,1,1000,1000,1,1,25969
A640,A230,1,74989,74989,1,1,15249
A644,A175,1,7.06324e+006,7.06324e+006,1,1,33462
A644,A81,1,4.62079e+006,4.62079e+006,1,1,32896
A644,A76,1,46064,46064,1,1,2899
A644,A2321,1,45864,45864,1,1,10734
A644,A1337,1,45892,45892,1,1,21828
A644,A1036,1,7.85377e+006,7.85377e+006,1,1,26986
A2440,A2065,1,43067,43067,1,1,37530
A2440,A1625,1,43361,43361,1,1,1336
A2440,A2270,1,5000,5000,1,1,22149
A2440,A644,1,43321,43321,1,1,26349
A2440,A1420,1,43469,43469,1,1,30465
A2204,A466,1,27169,27169,1,1,35027
A2204,A868,1,26945,26945,1,1,2869
A2204,A1514,1,7.35061e+006,7.35061e+006,1,1,7285
A2204,A1235,1,1350,1350,1,1,20625
A2204,A842,1,27296,27296,1,1,16688
A1995,A1861,1,97712,97712,1,1,33467
A1995,A2337,1,1000,1000,1,1,19470
A1995,A1097,1,97602,97602,1,1,14469
A2181,A511,1,78501,78501,1,1,5148
A2181,A697,1,6.54424e+006,6.54424e+006,1,1,7016
A2181,A886,1,78672,78672,1,1,4743
A2181,A1152,1,78825,78825,1,1,1506
A2438,A2233,1,76836,76836,1,1,38189
A2438,A328,1,1.53794e+006,1.53794e+006,1,1,37710
A2438,A220,1,76946,76946,1,1,32656
A2438,A1185,1,77114,77114,1,1,10369
A2438,A2412,1,76933,76933,1,1,15532
A2438,A1849,1,76978,76978,1,1,18869
A2438,A1962,1,76980,76980,1,1,20224
A2438,A82,1,76926,76926,1,1,17754
A57,A1772,1,1.34778e+006,1.34778e+006,1,1,26796
A57,A2441,1,1000,1000,1,1,37023
A57,A1939,1,70127,70127,1,1,9224
A57,A1407,1,1027,1027,1,1,2865
A119,A2082,1,44845,44845,1,1,39868
A119,A1870,1,44602,44602,1,1,35372
A119,A1470,1,44622,44622,1,1,31056
A119,A395,1,44299,44299,1,1,22900
A119,A1593,1,44798,44798,1,1,286
A119,A1462,1,44740,44740,1,1,27075
A1196,A1387,1,68813,68813,1,1,22045
A1196,A1604,1,69058,69058,1,1,15309
A1196,A2244,1,68820,68820,1,1,2073
A1196,A112,1,69002,69002,1,1,3211
A1196,A305,1,68830,68830,1,1,28632
A1196,A1845,1,68766,68766,1,1,12277
A1196,A647,1,69229,69229,1,1,13509
A1762,A1262,1,2.19355e+006,2.19355e+006,1,1,39494
A1762,A1861,1,1882,1882,1,1,29191
A1762,A681,1,90218,90218,1,1,24099
A1762,A795,1,6.7161e+006,6.7161e+006,1,1,11331
A1762,A1325,1,89992,89992,1,1,2846
A1762,A85,1,89765,89765,1,1,8510
A1762,A964,1,90464,90464,1,1,8939
A628,A1321,1,88749,88749,1,1,28343
A628,A635,1,733719,733719,1,1,21137
A628,A452,1,4.73994e+006,4.73994e+006,1,1,21136
A628,A207,1,88848,88848,1,1,2826
A628,A1178,1,5.69013e+006,5.69013e+006,1,1,21135
A628,A1196,1,88651,88651,1,1,7880
A628,A574,1,1.82437e+006,1.82437e+006,1,1,21134
A854,A996,1,1095,1095,1,1,31999
A854,A825,1,1249,1249,1,1,31998
A854,A1403,1,38369,38369,1,1,22216
A854,A482,1,1364,1364,1,1,31995
A854,A1078,1,1691,1691,1,1,31997
A854,A1111,1,38194,38194,1,1,14555
A854,A1662,1,1855,1855,1,1,31996
A1277,A1669,1,1360,1360,1,1,32779
A1277,A13,1,18981,18981,1,1,22982
A1277,A1486,1,18940,18940,1,1,3639
A1277,A1194,1,18956,18956,1,1,7757
A1277,A2076,1,18592,18592,1,1,10521
A1277,A481,1,18979,18979,1,1,13787
A891,A317,1,95704,95704,1,1,2796
A1583,A1462,1,1.19056e+006,1.19056e+006,1,1,28098
A1583,A2066,1,59655,59655,1,1,1091
A1583,A2311,1,8.28985e+006,8.28985e+006,1,1,22807
A1583,A499,1,1187,1187,1,1,10753
A1583,A895,1,59563,59563,1,1,20539
A252,A1762,1,1882,1882,1,1,29190
A252,A1045,1,9.86798e+006,9.86798e+006,1,1,30748
A252,A2089,1,28963,28963,1,1,5264
A252,A371,1,29035,29035,1,1,3161
A636,A2029,1,24919,24919,1,1,4022
A636,A1382,1,25393,25393,1,1,7765
A636,A108,1,25360,25360,1,1,25720
A636,A1130,1,25280,25280,1,1,1209
A636,A707,1,25302,25302,1,1,16959
A1131,A1885,1,1000,1000,1,1,39967
A1131,A1473,1,67755,67755,1,1,26893
A1131,A2268,1,67536,67536,1,1,2781
A1131,A2334,1,4.22816e+006,4.22816e+006,1,1,7700
A1131,A2170,1,67304,67304,1,1,5913
A1131,A2133,1,67440,67440,1,1,14900
A505,A1250,1,35835,35835,1,1,36924
A760,A2418,1,81880,81880,1,1,30147
A760,A138,1,81663,81663,1,1,26264
A760,A1986,1,81418,81418,1,1,28015
A760,A2232,1,7.05251e+006,7.05251e+006,1,1,11463
A760,A1886,1,5.68957e+006,5.68957e+006,1,1,11462
A760,A621,1,81818,81818,1,1,36962
A760,A852,1,9.59106e+006,9.59106e+006,1,1,11464
A760,A2385,1,81516,81516,1,1,8522
A760,A77,1,81697,81697,1,1,2703
A760,A541,1,7.34599e+006,7.34599e+006,1,1,11461
A2466,A2309,1,116484,116484,1,1,35213
A2466,A1994,1,40208,40208,1,1,4082
A316,A1676,1,1736,1736,1,1,40068
A316,A614,1,3.06068e+006,3.06068e+006,1,1,5444
A316,A2404,1,2121,2121,1,1,13016
A316,A1311,1,2284,2284,1,1,24550
A316,A564,1,2153,2153,1,1,32346
A358,A1178,1,12765,12765,1,1,13287
A358,A138,1,4.40874e+006,4.40874e+006,1,1,8521
A358,A309,1,12867,12867,1,1,8050
A358,A2044,1,12915,12915,1,1,5513
A765,A2047,1,45768,45768,1,1,34048
A765,A1608,1,46338,46338,1,1,13892
A765,A2227,1,46009,46009,1,1,2685
A893,A164,1,383934,383934,1,1,36570
A893,A2473,1,31024,31024,1,1,16231
A893,A463,1,31713,31713,1,1,2660
A1122,A2407,1,9.7343e+006,9.7343e+006,1,1,36355
A1122,A591,1,3.28055e+006,3.28055e+006,1,1,36352
A1122,A1148,1,4.41934e+006,4.41934e+006,1,1,14416
A1122,A2012,1,9.47759e+006,9.47759e+006,1,1,36353
A1122,A204,1,2.63105e+006,2.63105e+006,1,1,36354
A650,A716,1,865,865,1,1,4158
A650,A173,1,98106,98106,1,1,2659
A79,A1276,1,81482,81482,1,1,40003
A79,A1931,1,81405,81405,1,1,3335
A79,A1537,1,5.63112e+006,5.63112e+006,1,1,8027
A79,A1240,1,6.3867e+006,6.3867e+006,1,1,8025
A79,A1668,1,5.74007e+006,5.74007e+006,1,1,8028
A79,A1557,1,6.51632e+006,6.51632e+006,1,1,8026
A1365,A346,1,62573,62573,1,1,30898
A1365,A2254,1,62507,62507,1,1,21306
A1365,A611,1,1.25188e+006,1.25188e+006,1,1,1094
A1694,A690,1,60599,60599,1,1,31556
A1694,A1677,1,60519,60519,1,1,4183
A2024,A1369,1,6684,6684,1,1,39062
A2024,A1290,1,6383,6383,1,1,28115
A2024,A2043,1,6793,6793,1,1,5812
A293,A2229,1,9337,9337,1,1,32843
A293,A2225,1,1000,1000,1,1,2649
A293,A488,1,185680,185680,1,1,8434
A293,A1807,1,9277,9277,1,1,12187
A293,A858,1,3.06174e+006,3.06174e+006,1,1,27447
A293,A1685,1,9294,9294,1,1,16459
A885,A1948,1,43482,43482,1,1,37624
A885,A771,1,44084,44084,1,1,36531
A885,A1935,1,43474,43474,1,1,31617
A885,A955,1,43539,43539,1,1,628
A2304,A1771,1,87952,87952,1,1,29091
A2304,A386,1,87820,87820,1,1,15804
A2304,A68,1,87999,87999,1,1,9275
A2304,A143,1,87724,87724,1,1,3517
A1690,A1846,1,38137,38137,1,1,35621
A1690,A1094,1,38066,38066,1,1,3820
A1690,A2269,1,38150,38150,1,1,10292
A1690,A732,1,38517,38517,1,1,18350
A1690,A523,1,38241,38241,1,1,34465
A1342,A1045,1,6.91766e+006,6.91766e+006,1,1,30749
A1342,A2190,1,45105,45105,1,1,15062
A426,A527,1,1000,1000,1,1,33243
A426,A1076,1,1000,1000,1,1,2562
A426,A1662,1,64325,64325,1,1,15602
A426,A1859,1,63822,63822,1,1,31735
A426,A1703,1,63924,63924,1,1,19118
A2253,A1333,1,7613,7613,1,1,33272
A2253,A1869,1,7552,7552,1,1,30837
A2253,A1330,1,7670,7670,1,1,26548
A2253,A1332,1,1.82421e+006,1.82421e+006,1,1,13082
A2057,A85,1,40685,40685,1,1,29288
A2057,A1300,1,1000,1000,1,1,30642
A2057,A1476,1,1000,1000,1,1,25967
A2057,A1835,1,3.53601e+006,3.53601e+006,1,1,25450
A2057,A57,1,9.89842e+006,9.89842e+006,1,1,25451
A2057,A1631,1,6.81644e+006,6.81644e+006,1,1,25452
A2057,A913,1,299040,299040,1,1,25453
A328,A1083,1,22302,22302,1,1,23107
A328,A1492,1,6.66176e+006,6.66176e+006,1,1,10960
A328,A582,1,22247,22247,1,1,3196
A328,A863,1,22764,22764,1,1,2559
A1701,A722,1,41855,41855,1,1,28029
A1701,A1828,1,2.37183e+006,2.37183e+006,1,1,16053
A1701,A1658,1,41660,41660,1,1,28636
A1701,A1925,1,1416,1416,1,1,5840
A1194,A2155,1,80097,80097,1,1,8959
A1194,A213,1,5000,5000,1,1,25244
A1194,A1612,1,79935,79935,1,1,22147
A1194,A1096,1,80114,80114,1,1,2545
A1194,A979,1,79888,79888,1,1,9521
A196,A2353,1,1054,1054,1,1,34621
A196,A511,1,58769,58769,1,1,4237
A196,A1482,1,59565,59565,1,1,16872
A196,A1330,1,58723,58723,1,1,7591
A196,A1741,1,59131,59131,1,1,31902
A678,A2445,1,52408,52408,1,1,26608
A678,A1087,1,52601,52601,1,1,19900
A678,A354,1,52681,52681,1,1,19259
A678,A213,1,52370,52370,1,1,1547
A1449,A630,1,1000,1000,1,1,33048
A1449,A1597,1,36107,36107,1,1,18136
A688,A790,1,699,699,1,1,37631
A688,A2102,1,922,922,1,1,37630
A688,A695,1,1722,1722,1,1,37632
A688,A1973,1,1765,1765,1,1,37628
A688,A483,1,814,814,1,1,37627
A688,A2446,1,79839,79839,1,1,13926
A688,A2482,1,79867,79867,1,1,308
A688,A170,1,80259,80259,1,1,29133
A688,A1780,1,7.50333e+006,7.50333e+006,1,1,31276
A688,A744,1,79904,79904,1,1,18561
A688,A1087,1,1002,1002,1,1,37624
A688,A685,1,79820,79820,1,1,4754
A688,A544,1,619,619,1,1,37623
A688,A1716,1,1382,1382,1,1,37629
A688,A191,1,1652,1652,1,1,37625
A688,A2216,1,820,820,1,1,37626
A2326,A222,1,79091,79091,1,1,18611
A2326,A792,1,2.94442e+006,2.94442e+006,1,1,1154
A2326,A334,1,3.26641e+006,3.26641e+006,1,1,14780
A2326,A2130,1,79378,79378,1,1,16970
A2326,A1696,1,79518,79518,1,1,17175
A2429,A794,1,1058,1058,1,1,4507
A2429,A526,1,6493,6493,1,1,30352
A2429,A1925,1,6529,6529,1,1,7283
A2429,A426,1,1000,1000,1,1,33242
A2429,A1842,1,2.8059e+006,2.8059e+006,1,1,21262
A2429,A1942,1,6520,6520,1,1,21406
A2118,A395,1,94709,94709,1,1,28567
A2118,A1391,1,94865,94865,1,1,23241
A2118,A1591,1,94967,94967,1,1,10617
A2118,A2188,1,94865,94865,1,1,2507
A102,A1540,1,76819,76819,1,1,34023
A102,A254,1,76481,76481,1,1,19669
A102,A833,1,76687,76687,1,1,17423
A659,A1162,1,54550,54550,1,1,21854
A659,A171,1,54415,54415,1,1,21728
A659,A1351,1,54349,54349,1,1,449
A1561,A2341,1,19519,19519,1,1,30204
A1561,A848,1,19613,19613,1,1,23534
A1561,A804,1,19278,19278,1,1,2500
A1561,A84,1,19558,19558,1,1,8728
A1561,A1174,1,19127,19127,1,1,2533
A1561,A1240,1,19911,19911,1,1,3944
A381,A1603,1,65564,65564,1,1,25697
A381,A1715,1,65221,65221,1,1,16279
A381,A167,1,1000,1000,1,1,9135
A381,A317,1,65101,65101,1,1,5736
A1325,A1203,1,159990,159990,1,1,37938
A1325,A2094,1,53670,53670,1,1,26637
A1325,A475,1,53303,53303,1,1,451
A1325,A11,1,5000,5000,1,1,24549
A1325,A2493,1,53490,53490,1,1,2774
A1325,A2336,1,53428,53428,1,1,22112
A1509,A466,1,9859,9859,1,1,26958
A1509,A954,1,1134,1134,1,1,12900
A1509,A1656,1,1960,1960,1,1,12898
A1509,A1335,1,534,534,1,1,12902
A1509,A1132,1,1521,1521,1,1,12903
A1509,A947,1,1867,1867,1,1,12899
A1509,A1064,1,818,818,1,1,12904
A1509,A2254,1,1294,1294,1,1,12897
A1509,A372,1,691,691,1,1,12901
A1509,A2071,1,1698,1698,1,1,12905
A1509,A501,1,1155,1155,1,1,12906
A2324,A1706,1,2396,2396,1,1,10483
A2324,A915,1,2964,2964,1,1,28559
A2324,A481,1,2417,2417,1,1,3916
A2215,A1940,1,66261,66261,1,1,32365
A2215,A723,1,66095,66095,1,1,29472
A2215,A134,1,66581,66581,1,1,2465
A2215,A2239,1,66697,66697,1,1,3730
A2215,A597,1,66421,66421,1,1,8376
A2215,A2191,1,3.7471e+006,3.7471e+006,1,1,14199
A166,A117,1,8250,8250,1,1,25190
A1669,A1182,1,1360,1360,1,1,32780
A1669,A104,1,8065,8065,1,1,28620
A1669,A979,1,8399,8399,1,1,23819
A1669,A58,1,7995,7995,1,1,23461
A1669,A694,1,8289,8289,1,1,4369
A1669,A798,1,8419,8419,1,1,9589
A1669,A176,1,5000,5000,1,1,19603
A1669,A1477,1,8092,8092,1,1,16726
A649,A1094,1,9759,9759,1,1,20455
A649,A2232,1,9689,9689,1,1,12288
A649,A1697,1,9990,9990,1,1,23574
A649,A62,1,10014,10014,1,1,11448
A2402,A1572,1,20907,20907,1,1,32351
A2402,A1904,1,20942,20942,1,1,24843
A2402,A1238,1,8.91952e+006,8.91952e+006,1,1,15102
A755,A2323,1,90823,90823,1,1,36427
A755,A2418,1,9.05349e+006,9.05349e+006,1,1,27970
A755,A1837,1,1.45002e+006,1.45002e+006,1,1,14916
A1649,A2170,1,60177,60177,1,1,19588
A1649,A534,1,60149,60149,1,1,13019
A595,A660,1,78174,78174,1,1,35186
A2252,A1166,1,95325,95325,1,1,2405
A2252,A1326,1,1000,1000,1,1,39147
A2252,A524,1,1000,1000,1,1,9552
A2252,A983,1,95414,95414,1,1,34759
A2252,A1798,1,95856,95856,1,1,35677
A2014,A2236,1,2237,2237,1,1,24062
A2014,A608,1,2542,2542,1,1,12545
A2014,A1101,1,1.64791e+006,1.64791e+006,1,1,1885
A1491,A2134,1,56962,56962,1,1,36718
A1491,A677,1,3.29382e+006,3.29382e+006,1,1,29990
A1491,A121,1,57058,57058,1,1,22869
A1491,A1427,1,56995,56995,1,1,29855
A1491,A218,1,57153,57153,1,1,28960
A1491,A1569,1,1107,1107,1,1,1639
A1491,A191,1,1328,1328,1,1,12882
A1491,A1080,1,57187,57187,1,1,7657
A1491,A308,1,56705,56705,1,1,9114
A1058,A591,1,73598,73598,1,1,24611
A1058,A962,1,73684,73684,1,1,18578
A1058,A2364,1,73818,73818,1,1,8892
A1794,A775,1,18885,18885,1,1,39185
A1794,A1991,1,4.70829e+006,4.70829e+006,1,1,33862
A1794,A890,1,553765,553765,1,1,33861
A1794,A647,1,4.2999e+006,4.2999e+006,1,1,33863
A1794,A1845,1,18658,18658,1,1,14432
A1794,A777,1,18699,18699,1,1,3317
A1794,A1085,1,7.21773e+006,7.21773e+006,1,1,33860
A1794,A343,1,5.87206e+006,5.87206e+006,1,1,23083
A1843,A1088,1,20093,20093,1,1,18148
A1843,A2212,1,19972,19972,1,1,27435
A1843,A1840,1,20118,20118,1,1,4316
A722,A956,1,53441,53441,1,1,30599
A722,A774,1,54004,54004,1,1,5345
A722,A1262,1,53865,53865,1,1,3153
A1525,A547,1,47591,47591,1,1,24513
A1525,A2107,1,47331,47331,1,1,10174
A1525,A2192,1,47118,47118,1,1,28882
A1525,A2306,1,47096,47096,1,1,12904
A1525,A2346,1,47450,47450,1,1,20352
A1525,A880,1,47468,47468,1,1,17221
A97,A805,1,1000,1000,1,1,36166
A97,A1205,1,35588,35588,1,1,24464
A97,A2224,1,35503,35503,1,1,6954
A2242,A2467,1,1581,1581,1,1,3999
A2242,A466,1,97429,97429,1,1,39570
A2242,A1319,1,97744,97744,1,1,7595
A2242,A1029,1,98097,98097,1,1,34267
A2242,A285,1,5.32776e+006,5.32776e+006,1,1,7890
A1444,A806,1,73030,73030,1,1,30167
A1444,A1554,1,1041,1041,1,1,26498
A1444,A647,1,7.00803e+006,7.00803e+006,1,1,21377
A1444,A1291,1,72526,72526,1,1,2767
A847,A2214,1,95463,95463,1,1,23924
A847,A835,1,95163,95163,1,1,13807
A205,A1643,1,6023,6023,1,1,39329
A205,A808,1,5999,5999,1,1,15327
A205,A46,1,800,800,1,1,8310
A1502,A554,1,69266,69266,1,1,29166
A1502,A245,1,69451,69451,1,1,24006
A1973,A1498,1,63269,63269,1,1,35384
A1973,A938,1,63267,63267,1,1,28449
A1973,A637,1,62895,62895,1,1,3054
A1973,A1962,1,63065,63065,1,1,2303
A2184,A2226,1,41982,41982,1,1,36446
A2184,A1030,1,8.05334e+006,8.05334e+006,1,1,29129
A2184,A1101,1,41951,41951,1,1,13192
A2184,A1852,1,41933,41933,1,1,20550
A2184,A764,1,867,867,1,1,22805
A2184,A2057,1,41796,41796,1,1,25387
A459,A2129,1,2704,2704,1,1,33477
A459,A858,1,8.07191e+006,8.07191e+006,1,1,4085
A459,A2252,1,1000,1000,1,1,9551
A459,A369,1,2310,2310,1,1,11847
A459,A1566,1,2674,2674,1,1,12482
A609,A142,1,81043,81043,1,1,1698
A609,A736,1,6.77799e+006,6.77799e+006,1,1,5033
A609,A2112,1,80899,80899,1,1,29652
A609,A997,1,80839,80839,1,1,15186
A609,A1660,1,80843,80843,1,1,30401
A609,A657,1,81117,81117,1,1,26029
A1590,A1588,1,1.38196e+006,1.38196e+006,1,1,28146
A1590,A1952,1,35866,35866,1,1,4015
A1590,A1178,1,8.97191e+006,8.97191e+006,1,1,6307
A1590,A638,1,35721,35721,1,1,12806
A1590,A1581,1,36004,36004,1,1,29341
A1590,A348,1,35834,35834,1,1,20108
A1590,A1004,1,35893,35893,1,1,16521
A2498,A1271,1,8.8657e+006,8.8657e+006,1,1,36104
A2498,A728,1,74523,74523,1,1,33627
A2498,A575,1,74227,74227,1,1,30982
A2498,A1220,1,1.08197e+006,1.08197e+006,1,1,29675
A2498,A2028,1,74234,74234,1,1,27897
A2498,A418,1,74273,74273,1,1,4165
A2498,A1737,1,73966,73966,1,1,7490
A2498,A2499,1,74499,74499,1,1,11610
A2498,A716,1,74186,74186,1,1,21273
A594,A1208,1,29217,29217,1,1,29377
A594,A886,1,1000,1000,1,1,3411
A594,A860,1,28874,28874,1,1,5020
A594,A2433,1,29174,29174,1,1,16127
A594,A1093,1,29511,29511,1,1,10671
A1286,A1759,1,47732,47732,1,1,24297
A1286,A197,1,1582,1582,1,1,7296
A1286,A1751,1,1311,1311,1,1,7295
A1286,A575,1,744,744,1,1,7294
A1286,A1316,1,1459,1459,1,1,7290
A1286,A1046,1,1736,1736,1,1,7293
A1286,A1888,1,1241,1241,1,1,7291
A1286,A816,1,1887,1887,1,1,7292
A913,A1045,1,53889,53889,1,1,27818
A913,A2001,1,53845,53845,1,1,23114
A913,A2394,1,53612,53612,1,1,7344
A913,A2116,1,53830,53830,1,1,2283
A914,A1599,1,19075,19075,1,1,27970
A914,A1206,1,18550,18550,1,1,9673
A914,A315,1,18756,18756,1,1,30682
A914,A456,1,3.44926e+006,3.44926e+006,1,1,13322
A914,A2371,1,19157,19157,1,1,19117
A914,A572,1,18907,18907,1,1,23963
A1121,A436,1,1000,1000,1,1,40133
A1121,A2317,1,76339,76339,1,1,21942
A1121,A2193,1,1653,1653,1,1,9032
A1121,A1079,1,76202,76202,1,1,2278
A2106,A83,1,54953,54953,1,1,27430
A2106,A575,1,7.48644e+006,7.48644e+006,1,1,2254
A2106,A2453,1,2.28735e+006,2.28735e+006,1,1,18785
A2106,A1643,1,1.19465e+006,1.19465e+006,1,1,18786
A2106,A2049,1,7.61293e+006,7.61293e+006,1,1,18783
A2106,A636,1,6.69229e+006,6.69229e+006,1,1,18784
A1092,A1201,1,15936,15936,1,1,33456
A1092,A779,1,16000,16000,1,1,30251
A2206,A1572,1,37877,37877,1,1,26600
A2206,A715,1,37816,37816,1,1,2525
A2206,A1248,1,5.54553e+006,5.54553e+006,1,1,7704
A2206,A1020,1,37491,37491,1,1,10511
A2206,A945,1,38075,38075,1,1,13141
A254,A259,1,51151,51151,1,1,36130
A254,A2098,1,51159,51159,1,1,30605
A254,A1056,1,51274,51274,1,1,2908
A341,A1417,1,98534,98534,1,1,36090
A341,A53,1,98834,98834,1,1,7548
A341,A851,1,98431,98431,1,1,7023
A341,A426,1,1000,1000,1,1,2561
A341,A460,1,1.99452e+006,1.99452e+006,1,1,35163
A808,A1585,1,48590,48590,1,1,24889
A808,A1353,1,5000,5000,1,1,10223
A808,A1314,1,48365,48365,1,1,8005
A808,A1781,1,47805,47805,1,1,21479
A808,A1879,1,1180,1180,1,1,21789
A833,A1929,1,7.99611e+006,7.99611e+006,1,1,37542
A833,A1691,1,70723,70723,1,1,28267
A833,A1789,1,70931,70931,1,1,6868
A833,A637,1,70514,70514,1,1,1586
A833,A2250,1,71180,71180,1,1,19586
A1889,A1128,1,24323,24323,1,1,26646
A1889,A1891,1,24277,24277,1,1,16514
A1889,A1502,1,24465,24465,1,1,16176
A1889,A2236,1,24477,24477,1,1,6036
A1027,A428,1,13275,13275,1,1,36111
A1027,A51,1,13492,13492,1,1,21522
A1027,A558,1,13291,13291,1,1,12962
A1027,A621,1,5.53374e+006,5.53374e+006,1,1,3283
A1027,A1827,1,314920,314920,1,1,3281
A1027,A1846,1,1172,1172,1,1,2232
A1027,A551,1,1891,1891,1,1,2238
A1027,A493,1,13171,13171,1,1,6712
A1027,A2112,1,8.23234e+006,8.23234e+006,1,1,3284
A1027,A4,1,634876,634876,1,1,3282
A1027,A793,1,1150,1150,1,1,2231
A1027,A410,1,1083,1083,1,1,2230
A1027,A1463,1,762,762,1,1,2229
A1027,A2393,1,812,812,1,1,2233
A1027,A2491,1,13541,13541,1,1,6321
A1027,A2322,1,1246,1246,1,1,2234
A1027,A1755,1,845,845,1,1,2235
A1027,A1283,1,1004,1004,1,1,2236
A1027,A1787,1,1066,1066,1,1,2237
A1837,A1276,1,3.37905e+006,3.37905e+006,1,1,4822
A1466,A2186,1,950,950,1,1,2211
A1466,A127,1,1470,1470,1,1,2210
A1466,A46,1,1633,1633,1,1,2214
A1466,A591,1,1110,1110,1,1,2213
A1466,A1602,1,1617,1617,1,1,2212
A1466,A475,1,1000,1000,1,1,30320
A1466,A580,1,752,752,1,1,2215
A1466,A21,1,1672,1672,1,1,2216
A1466,A1793,1,1281,1281,1,1,2209
A1466,A2485,1,677,677,1,1,2208
A1466,A1646,1,66419,66419,1,1,29993
A149,A1093,1,42787,42787,1,1,34467
A149,A1392,1,5.21751e+006,5.21751e+006,1,1,27284
A149,A1821,1,1105,1105,1,1,24374
A149,A2321,1,1.40247e+006,1.40247e+006,1,1,27281
A149,A2447,1,1.78485e+006,1.78485e+006,1,1,27282
A149,A1457,1,9.94694e+006,9.94694e+006,1,1,27283
A630,A98,1,60574,60574,1,1,2190
A630,A1683,1,5000,5000,1,1,15195
A630,A168,1,60655,60655,1,1,14247
A630,A868,1,1000,1000,1,1,33045
A630,A691,1,60673,60673,1,1,29987
A1215,A687,1,42125,42125,1,1,39474
A1215,A789,1,42811,42811,1,1,2179
A1215,A1745,1,42489,42489,1,1,3459
A1215,A1489,1,42320,42320,1,1,28253
A1215,A328,1,42436,42436,1,1,19047
A1757,A2187,1,4123,4123,1,1,23732
A1757,A940,1,4389,4389,1,1,21636
A1757,A1855,1,4314,4314,1,1,16289
A1536,A1723,1,13936,13936,1,1,25780
A1536,A720,1,14177,14177,1,1,13042
A1536,A2107,1,8.53527e+006,8.53527e+006,1,1,2175
A48,A1333,1,89844,89844,1,1,21608
A48,A2407,1,6.8643e+006,6.8643e+006,1,1,9300
A48,A470,1,89874,89874,1,1,63
A2238,A1450,1,48549,48549,1,1,34037
A2238,A2361,1,48314,48314,1,1,3188
