timestamp,sender,receiver,amount,count,total,avg,velocity,unique_devices,degree_s,degree_r,risk_s,risk_r,label
10902,A242,A375,737,1,737,737,0,1,4,1,2,2,1
10903,A242,A1523,502,1,502,502,0,1,5,1,2,2,1
10904,A242,A1900,723,1,723,723,0,1,6,0,2,0,1
10905,A242,A1291,880,1,880,880,0,1,7,1,2,0,1
10906,A242,A332,589,1,589,589,0,1,8,0,2,0,1
10907,A242,A932,1402,1,1402,1402,0,1,9,1,2,2,1
10908,A242,A2333,778,1,778,778,0,1,10,0,2,0,1
10909,A242,A180,567,1,567,567,0,1,11,1,2,2,1
10910,A242,A291,1381,1,1381,1381,0,1,12,3,2,2,1
10902,A355,A1051,8.45884e+006,1,8.45884e+006,8.45884e+006,0,1,1,0,2,0,1
10903,A1280,A1051,9.42511e+006,1,9.42511e+006,9.42511e+006,0,1,2,0,2,0,1
10904,A1201,A1051,3.80858e+006,1,3.80858e+006,3.80858e+006,0,1,5,0,2,0,1
10905,A2325,A1051,8.75618e+006,1,8.75618e+006,8.75618e+006,0,1,1,0,0,0,1
10906,A1693,A1051,9.95063e+006,1,9.95063e+006,9.95063e+006,0,1,2,0,2,0,1
10912,A1689,A1412,17893,1,17893,17893,0,1,1,0,2,0,0
10919,A361,A2109,95901,1,95901,95901,0,1,2,1,2,2,0
10928,A146,A1441,1649,1,1649,1649,0,1,1,1,0,0,1
10929,A146,A909,1902,1,1902,1902,0,1,2,2,0,2,1
10930,A146,A282,1459,1,1459,1459,0,1,3,0,0,0,1
10931,A146,A874,1991,1,1991,1991,0,1,4,1,2,2,1
10932,A146,A1794,1024,1,1024,1024,0,1,5,1,4,2,1
10933,A146,A992,1190,1,1190,1190,0,1,6,0,4,0,1
10934,A146,A1724,1585,1,1585,1585,0,1,7,5,4,2,1
10935,A2236,A1784,87206,1,87206,87206,0,1,3,2,2,2,0
10942,A2410,A2245,29422,1,29422,29422,0,1,1,2,2,2,0
10948,A1568,A1221,39658,1,39658,39658,0,1,2,0,2,0,0
10957,A1825,A1820,4.64236e+006,1,4.64236e+006,4.64236e+006,0,1,2,0,2,0,1
10958,A206,A1612,6.04168e+006,1,6.04168e+006,6.04168e+006,0,1,2,1,2,2,1
10959,A1840,A1375,5.91305e+006,1,5.91305e+006,5.91305e+006,0,1,1,0,2,0,1
10960,A328,A1492,6.66176e+006,1,6.66176e+006,6.66176e+006,0,1,3,0,2,0,1
10961,A654,A844,9.47203e+006,1,9.47203e+006,9.47203e+006,0,1,2,1,2,0,1
10960,A40,A2434,18854,2,37266,18633,0.000398565,1,5,0,2,0,0
10961,A1268,A113,87903,1,87903,87903,0,1,1,2,0,2,0
10963,A2079,A1589,29178,1,29178,29178,0,1,2,1,2,2,0
10969,A1824,A1594,62627,1,62627,62627,0,1,5,0,0,0,0
10972,A98,A1664,94310,1,94310,94310,0,1,2,1,2,0,0
10974,A3,A339,88318,1,88318,88318,0,1,1,0,2,0,0
10984,A244,A44,21282,1,21282,21282,0,1,2,4,2,2,0
10987,A1422,A2410,34576,1,34576,34576,0,1,1,1,2,2,0
10992,A1815,A410,3.20896e+006,1,3.20896e+006,3.20896e+006,0,1,2,4,2,2,1
10993,A1900,A410,9.98188e+006,1,9.98188e+006,9.98188e+006,0,1,1,4,2,4,1
10994,A203,A410,5.93698e+006,1,5.93698e+006,5.93698e+006,0,1,2,4,2,4,1
10995,A115,A410,3.86892e+006,1,3.86892e+006,3.86892e+006,0,1,1,4,2,4,1
10996,A198,A410,163220,1,163220,163220,0,1,2,4,2,4,1
10997,A886,A1246,94954,1,94954,94954,0,1,2,0,2,0,0
11003,A1755,A187,931,1,931,931,0,1,1,1,2,2,1
11004,A187,A2075,931,1,931,931,0,1,2,0,2,0,1
11005,A2075,A1165,931,1,931,931,0,1,1,2,2,2,1
11006,A1165,A1755,931,1,931,931,0,1,3,1,2,2,1
11005,A1380,A714,24780,1,24780,24780,0,1,2,0,0,0,0
11009,A2323,A1395,19663,1,19663,19663,0,1,1,1,2,0,0
11019,A54,A79,52671,1,52671,52671,0,1,2,5,2,4,0
11028,A1800,A1956,35176,1,35176,35176,0,1,1,1,2,2,0
11032,A2336,A1184,10059,1,10059,10059,0,1,2,1,2,2,0
11038,A85,A12,54108,1,54108,54108,0,1,3,1,2,2,0
11044,A1426,A46,757220,1,757220,757220,0,1,2,2,2,2,1
11052,A1555,A1283,28723,1,28723,28723,0,1,2,2,2,2,0
11059,A434,A1882,70671,1,70671,70671,0,1,2,0,2,0,0
11063,A391,A286,87093,1,87093,87093,0,1,5,0,2,0,0
11064,A1728,A191,21921,1,21921,21921,0,1,2,0,2,0,0
11069,A621,A478,25040,1,25040,25040,0,1,2,0,0,0,0
11076,A558,A27,37201,1,37201,37201,0,1,1,4,2,2,0
11086,A360,A701,51055,1,51055,51055,0,1,3,0,2,0,0
11089,A946,A985,55511,1,55511,55511,0,1,1,5,2,2,0
11098,A1048,A1893,82101,1,82101,82101,0,1,3,2,2,2,0
11108,A373,A470,5.77569e+006,1,5.77569e+006,5.77569e+006,0,1,2,2,2,2,1
11109,A925,A470,9.23983e+006,1,9.23983e+006,9.23983e+006,0,1,1,2,0,2,1
11110,A742,A470,3.17175e+006,1,3.17175e+006,3.17175e+006,0,1,1,2,2,2,1
11111,A690,A470,1.66062e+006,1,1.66062e+006,1.66062e+006,0,1,2,2,2,2,1
11112,A277,A470,5.91527e+006,1,5.91527e+006,5.91527e+006,0,1,3,2,2,2,1
11110,A2003,A18,67294,1,67294,67294,0,1,4,0,2,0,0
11112,A867,A2194,99695,1,99695,99695,0,1,2,0,2,0,0
11121,A2411,A1282,20055,1,20055,20055,0,1,2,0,2,0,0
11123,A2117,A183,23201,1,23201,23201,0,1,3,0,2,0,0
11127,A2474,A885,9213,1,9213,9213,0,1,1,1,0,0,0
11136,A1274,A219,84143,1,84143,84143,0,1,2,0,0,0,0
11139,A1953,A666,14905,1,14905,14905,0,1,2,1,2,2,0
11144,A937,A555,87333,1,87333,87333,0,1,1,1,2,2,0
11149,A1142,A866,37031,1,37031,37031,0,1,3,0,2,0,0
11156,A1475,A2365,79011,1,79011,79011,0,1,1,1,2,0,0
11157,A208,A1135,2.5044e+006,1,2.5044e+006,2.5044e+006,0,1,2,0,2,0,1
11160,A1472,A2040,2.13403e+006,1,2.13403e+006,2.13403e+006,0,1,2,0,2,0,1
11161,A999,A2040,6.25684e+006,1,6.25684e+006,6.25684e+006,0,1,2,0,2,0,1
11162,A170,A2040,2.19192e+006,1,2.19192e+006,2.19192e+006,0,1,1,0,2,0,1
11163,A384,A2040,7.01178e+006,1,7.01178e+006,7.01178e+006,0,1,1,0,2,0,1
11164,A193,A2040,6.83108e+006,1,6.83108e+006,6.83108e+006,0,1,2,0,2,0,1
11167,A236,A1411,1213,1,1213,1213,0,1,3,1,0,2,0
11175,A2395,A394,19452,1,19452,19452,0,1,2,0,0,0,0
11177,A664,A2451,80010,1,80010,80010,0,1,5,3,2,2,0
11182,A2491,A168,77132,1,77132,77132,0,1,2,3,0,2,0
11191,A120,A1080,19584,1,19584,19584,0,1,2,0,2,0,0
11201,A665,A618,75399,1,75399,75399,0,1,1,1,2,0,0
11209,A1663,A2283,1743,1,1743,1743,0,1,2,2,2,2,1
11210,A2283,A1510,1743,1,1743,1743,0,1,3,0,2,0,1
11211,A1510,A1711,1743,1,1743,1743,0,1,1,1,2,0,1
11212,A1711,A1611,1743,1,1743,1743,0,1,2,0,2,0,1
11213,A1611,A1663,1743,1,1743,1743,0,1,1,2,2,2,1
11211,A1613,A1483,47600,1,47600,47600,0,1,1,1,2,2,0
11212,A1768,A1604,26065,1,26065,26065,0,1,1,0,2,0,0
11219,A1239,A2477,76406,1,76406,76406,0,1,2,0,2,0,0
11226,A363,A602,1023,1,1023,1023,0,1,6,2,4,2,1
11227,A363,A1684,1862,1,1862,1862,0,1,7,0,4,0,1
11228,A363,A1408,1840,1,1840,1840,0,1,8,0,4,0,1
11229,A363,A1314,1045,1,1045,1045,0,1,9,2,4,2,1
11230,A363,A416,1890,1,1890,1890,0,1,10,1,4,2,1
11231,A363,A2103,1803,1,1803,1803,0,1,11,1,4,2,1
11232,A363,A2187,1509,1,1509,1509,0,1,12,0,4,0,1
11233,A363,A1670,802,1,802,802,0,1,13,2,4,2,1
11234,A363,A1275,1956,1,1956,1956,0,1,14,0,4,0,1
11236,A1558,A1080,72386,1,72386,72386,0,1,4,0,2,0,0
11245,A981,A549,50982,1,50982,50982,0,1,7,1,4,2,0
11248,A236,A1494,768,1,768,768,0,1,4,0,0,0,0
11252,A829,A143,41054,1,41054,41054,0,1,3,0,2,0,0
11258,A2167,A2046,53532,1,53532,53532,0,1,1,1,0,0,0
11266,A1600,A2309,88884,1,88884,88884,0,1,1,0,0,0,0
11272,A1477,A983,57916,1,57916,57916,0,1,2,0,2,0,0
11279,A2436,A2060,81415,1,81415,81415,0,1,8,1,2,2,0
11284,A1406,A1170,552280,1,552280,552280,0,1,2,1,2,2,1
11285,A33,A2346,27046,1,27046,27046,0,1,3,0,0,0,0
11290,A1400,A760,52853,1,52853,52853,0,1,1,2,2,2,0
11295,A745,A463,31707,1,31707,31707,0,1,1,0,2,0,0
11299,A2411,A487,20238,1,20238,20238,0,1,3,0,2,0,0
11304,A2391,A801,48143,1,48143,48143,0,1,2,1,2,3,0
11311,A1233,A1298,40796,1,40796,40796,0,1,1,0,2,0,0
11313,A75,A123,70573,1,70573,70573,0,1,2,1,2,2,0
11316,A326,A1509,96556,1,96556,96556,0,1,1,0,2,0,0
11319,A1145,A722,57501,1,57501,57501,0,1,1,2,0,0,0
11327,A671,A795,424816,1,424816,424816,0,1,1,1,0,2,1
11328,A1684,A795,5.72846e+006,1,5.72846e+006,5.72846e+006,0,1,1,1,2,2,1
11329,A912,A795,7.46109e+006,1,7.46109e+006,7.46109e+006,0,1,2,1,2,2,1
11330,A1856,A795,2.21565e+006,1,2.21565e+006,2.21565e+006,0,1,1,1,0,2,1
11331,A1762,A795,6.7161e+006,1,6.7161e+006,6.7161e+006,0,1,4,1,2,2,1
11334,A1918,A14,15073,1,15073,15073,0,1,2,2,2,2,0
11342,A258,A101,48617,1,48617,48617,0,1,1,0,2,0,0
11345,A730,A525,8987,1,8987,8987,0,1,1,0,0,0,0
11352,A929,A1631,8.8767e+006,1,8.8767e+006,8.8767e+006,0,1,1,2,2,2,1
11355,A813,A499,26733,1,26733,26733,0,1,1,3,2,2,0
11358,A1601,A721,94730,1,94730,94730,0,1,2,1,2,2,0
11364,A1443,A874,3.93656e+006,1,3.93656e+006,3.93656e+006,0,1,1,1,2,2,1
11365,A608,A693,2.52971e+006,1,2.52971e+006,2.52971e+006,0,1,2,0,2,0,1
11366,A1814,A930,3.18952e+006,1,3.18952e+006,3.18952e+006,0,1,2,0,2,0,1
11367,A2139,A2472,2.92448e+006,1,2.92448e+006,2.92448e+006,0,1,2,0,2,0,1
11368,A6,A1177,6.10014e+006,1,6.10014e+006,6.10014e+006,0,1,2,1,2,2,1
11372,A910,A1451,59221,1,59221,59221,0,1,4,0,2,0,0
11376,A357,A2078,23660,1,23660,23660,0,1,2,1,0,2,0
11377,A1881,A187,67579,1,67579,67579,0,1,2,2,2,2,0
11386,A819,A1562,5439,1,5439,5439,0,1,5,0,2,0,0
11395,A2287,A2295,83359,1,83359,83359,0,1,1,0,2,0,0
11402,A1074,A2188,34418,1,34418,34418,0,1,1,5,0,4,0
11405,A888,A626,74340,1,74340,74340,0,1,2,2,0,2,0
11414,A2489,A1040,815,1,815,815,0,1,3,0,2,0,1
11415,A2489,A2295,1872,1,1872,1872,0,1,4,0,2,0,1
11416,A2489,A632,1969,1,1969,1969,0,1,5,1,2,2,1
11417,A2489,A732,1224,1,1224,1224,0,1,6,0,2,0,1
11418,A2489,A235,1272,1,1272,1272,0,1,7,1,2,2,1
11419,A2489,A1383,932,1,932,932,0,1,8,1,2,2,1
11420,A2489,A202,1297,1,1297,1297,0,1,9,2,2,2,1
11421,A2489,A1962,1001,1,1001,1001,0,1,10,0,2,0,1
11422,A2489,A470,1588,1,1588,1588,0,1,11,2,2,2,1
11419,A2015,A1130,4344,1,4344,4344,0,1,2,0,2,0,0
11425,A2290,A1249,16583,1,16583,16583,0,1,1,0,2,0,0
11427,A1579,A715,46753,1,46753,46753,0,1,2,1,0,2,0
11434,A1940,A1497,51148,1,51148,51148,0,1,1,0,2,0,0
11435,A1030,A2330,9887,1,9887,9887,0,1,1,0,2,0,0
11437,A1402,A1352,56788,1,56788,56788,0,1,1,0,2,0,0
11444,A867,A2421,99824,1,99824,99824,0,1,3,2,2,2,0
11445,A3,A562,88133,1,88133,88133,0,1,2,1,2,2,0
11448,A649,A62,10014,1,10014,10014,0,1,1,1,2,2,0
11450,A2342,A998,10073,1,10073,10073,0,1,3,0,2,0,0
11457,A2321,A1860,53738,1,53738,53738,0,1,1,1,2,2,0
11461,A760,A541,7.34599e+006,1,7.34599e+006,7.34599e+006,0,1,3,0,2,0,1
11462,A760,A1886,5.68957e+006,1,5.68957e+006,5.68957e+006,0,1,4,3,2,2,1
11463,A760,A2232,7.05251e+006,1,7.05251e+006,7.05251e+006,0,1,5,1,2,2,1
11464,A760,A852,9.59106e+006,1,9.59106e+006,9.59106e+006,0,1,6,1,2,2,1
11463,A1566,A1347,41087,1,41087,41087,0,1,1,0,2,0,0
11467,A496,A2401,848,1,848,848,0,1,1,0,2,0,1
11468,A2401,A284,848,1,848,848,0,1,1,1,2,2,1
11469,A284,A1442,848,1,848,848,0,1,2,0,2,0,1
11470,A1442,A496,848,1,848,848,0,1,1,1,2,2,1
11472,A1869,A1164,63615,1,63615,63615,0,1,1,1,0,2,0
11477,A1783,A2034,76475,1,76475,76475,0,1,6,0,4,0,0
11487,A1844,A1268,12028,1,12028,12028,0,1,1,1,0,2,0
11493,A1001,A1446,1000,1,1000,1000,0,1,3,1,2,2,1
11494,A1446,A1290,1000,1,1000,1000,0,1,2,1,2,2,1
11495,A1290,A904,1000,1,1000,1000,0,1,2,0,2,0,1
11496,A904,A1001,1000,1,1000,1000,0,1,1,3,2,2,1
11501,A2412,A1582,89262,1,89262,89262,0,1,2,0,2,0,0
11508,A1903,A1808,11064,1,11064,11064,0,1,1,0,0,0,0
11512,A1909,A33,3.00735e+006,1,3.00735e+006,3.00735e+006,0,1,2,3,2,0,1
11513,A1508,A1433,1.84764e+006,1,1.84764e+006,1.84764e+006,0,1,1,2,2,2,1
11514,A662,A2167,2.70295e+006,1,2.70295e+006,2.70295e+006,0,1,2,1,2,0,1
11515,A1896,A1694,3.46242e+006,1,3.46242e+006,3.46242e+006,0,1,2,1,2,2,1
11516,A1748,A1228,3.9389e+006,1,3.9389e+006,3.9389e+006,0,1,3,0,2,0,1
11514,A1188,A2149,88144,1,88144,88144,0,1,3,0,2,0,0
11521,A1154,A1696,86620,1,86620,86620,0,1,1,2,2,2,0
11525,A1055,A299,72874,1,72874,72874,0,1,2,0,2,0,0
11527,A2472,A2413,32522,1,32522,32522,0,1,1,0,2,0,0
11532,A1081,A71,98975,1,98975,98975,0,1,2,2,2,2,0
11536,A1721,A526,8.0033e+006,1,8.0033e+006,8.0033e+006,0,1,2,0,2,0,1
11537,A896,A2358,8.94535e+006,1,8.94535e+006,8.94535e+006,0,1,9,2,2,2,1
11538,A2140,A2387,4.52338e+006,1,4.52338e+006,4.52338e+006,0,1,2,1,2,2,1
11539,A409,A1021,2.64576e+006,1,2.64576e+006,2.64576e+006,0,1,2,0,2,0,1
11540,A425,A33,9.58001e+006,1,9.58001e+006,9.58001e+006,0,1,4,3,2,0,1
11544,A472,A1339,1.26498e+006,1,1.26498e+006,1.26498e+006,0,1,2,1,2,2,1
11553,A1176,A1691,84841,1,84841,84841,0,1,2,0,0,0,0
11554,A176,A1237,37120,1,37120,37120,0,1,1,0,0,0,0
11556,A916,A2321,916264,1,916264,916264,0,1,1,1,0,2,1
11557,A916,A1458,1.78916e+006,1,1.78916e+006,1.78916e+006,0,1,2,1,2,2,1
11558,A916,A836,7.7423e+006,1,7.7423e+006,7.7423e+006,0,1,3,2,2,2,1
11559,A916,A1460,8.8713e+006,1,8.8713e+006,8.8713e+006,0,1,4,0,4,0,1
11562,A1931,A10,73536,1,73536,73536,0,1,1,0,2,0,0
11568,A775,A1063,91566,1,91566,91566,0,1,1,3,2,2,0
21570,A2256,A1520,5000,1,5000,5000,0,1,2,0,2,0,1
11574,A752,A781,75533,1,75533,75533,0,1,3,1,2,2,0
11578,A1874,A1200,24396,1,24396,24396,0,1,1,1,2,2,0
11580,A1847,A2067,6.64799e+006,1,6.64799e+006,6.64799e+006,0,1,1,3,2,2,1
11581,A2331,A1150,6.39942e+006,1,6.39942e+006,6.39942e+006,0,1,2,0,2,0,1
11582,A2387,A206,2.56686e+006,1,2.56686e+006,2.56686e+006,0,1,2,2,2,2,1
11583,A368,A1996,7.35111e+006,1,7.35111e+006,7.35111e+006,0,1,1,1,2,2,1
11584,A1172,A264,7.8152e+006,1,7.8152e+006,7.8152e+006,0,1,2,0,2,0,1
11585,A1080,A772,629914,1,629914,629914,0,1,1,4,2,0,1
11586,A1305,A240,52144,1,52144,52144,0,1,2,0,2,0,0
11589,A2291,A2497,37448,1,37448,37448,0,1,1,1,2,2,0
11597,A654,A815,18860,1,18860,18860,0,1,3,0,2,0,0
11601,A1353,A1644,1241,1,1241,1241,0,1,3,1,2,2,1
11602,A1644,A2350,1241,1,1241,1241,0,1,2,0,2,0,1
11603,A2350,A442,1241,1,1241,1241,0,1,1,0,2,0,1
11604,A442,A1353,1241,1,1241,1241,0,1,1,3,2,2,1
11605,A1673,A1919,40037,1,40037,40037,0,1,2,2,2,2,0
11607,A1753,A1869,94426,1,94426,94426,0,1,2,1,2,0,0
11610,A2498,A2499,74499,1,74499,74499,0,1,3,1,2,2,0
11614,A233,A711,53431,1,53431,53431,0,1,2,1,2,0,0
11617,A2383,A2278,67424,1,67424,67424,0,1,2,1,2,2,0
11620,A888,A1110,74033,1,74033,74033,0,1,3,0,0,0,0
11623,A1878,A279,76240,1,76240,76240,0,1,1,1,2,2,0
11626,A543,A1199,70060,1,70060,70060,0,1,2,1,2,0,0
11633,A1061,A2239,61191,1,61191,61191,0,1,1,14,3,2,0
11638,A2461,A750,34905,1,34905,34905,0,1,1,0,0,0,0
11646,A1391,A2072,9092,1,9092,9092,0,1,1,0,2,0,0
11647,A2396,A1406,24079,1,24079,24079,0,1,6,2,4,2,0
11652,A604,A1014,40088,1,40088,40088,0,1,3,1,2,2,0
11656,A313,A764,90658,1,90658,90658,0,1,2,1,0,0,0
11665,A2104,A172,53004,1,53004,53004,0,1,2,0,2,0,0
11671,A2265,A1704,21935,1,21935,21935,0,1,3,1,0,2,0
11673,A203,A1986,73204,1,73204,73204,0,1,3,0,2,0,0
11674,A924,A2451,20061,1,20061,20061,0,1,1,3,2,2,0
11680,A1304,A449,83606,1,83606,83606,0,1,3,0,2,0,0
11683,A2017,A1589,98639,1,98639,98639,0,1,1,1,0,2,0
11689,A613,A592,15525,1,15525,15525,0,1,1,2,2,2,0
11695,A1068,A2422,85808,1,85808,85808,0,1,2,0,2,0,0
11696,A801,A829,32493,1,32493,32493,0,1,2,3,2,2,0
11701,A76,A1249,66060,1,66060,66060,0,1,1,0,0,0,0
11706,A681,A43,49972,1,49972,49972,0,1,2,0,2,0,0
11713,A1431,A293,63316,1,63316,63316,0,1,3,2,2,2,0
11721,A745,A1628,31630,1,31630,31630,0,1,2,0,2,0,0
11725,A2449,A1297,54957,1,54957,54957,0,1,1,0,2,0,0
11728,A1470,A2324,53097,1,53097,53097,0,1,4,2,2,0,0
11735,A1431,A2224,1000,1,1000,1000,0,1,4,1,2,2,1
11736,A2224,A343,1000,1,1000,1000,0,1,2,1,2,2,1
11737,A343,A581,1000,1,1000,1000,0,1,2,0,2,0,1
11738,A581,A1431,1000,1,1000,1000,0,1,1,4,2,2,1
11745,A646,A619,9.94109e+006,1,9.94109e+006,9.94109e+006,0,1,2,1,2,2,1
11746,A1171,A480,1.19692e+006,1,1.19692e+006,1.19692e+006,0,1,1,0,2,0,1
11747,A1322,A1682,3.66368e+006,1,3.66368e+006,3.66368e+006,0,1,1,0,2,0,1
11748,A173,A622,9.92235e+006,1,9.92235e+006,9.92235e+006,0,1,1,2,2,0,1
11749,A1302,A1294,9.75715e+006,1,9.75715e+006,9.75715e+006,0,1,2,0,2,0,1
11752,A1001,A1898,37673,1,37673,37673,0,1,4,1,2,2,0
11762,A737,A176,1510,1,1510,1510,0,1,3,1,2,0,0
11764,A1062,A2107,49534,1,49534,49534,0,1,3,2,2,2,0
11768,A439,A914,86363,1,86363,86363,0,1,2,1,2,2,0
11778,A920,A644,1083,1,1083,1083,0,1,4,2,2,2,0
11780,A709,A313,14487,1,14487,14487,0,1,2,2,0,0,0
11785,A462,A1526,87389,1,87389,87389,0,1,2,3,2,2,0
11793,A1221,A35,14032,1,14032,14032,0,1,1,9,2,4,0
11802,A1596,A1267,40745,1,40745,40745,0,1,1,2,2,2,0
11811,A1285,A2134,80009,1,80009,80009,0,1,4,1,0,2,0
11818,A1155,A1636,56399,1,56399,56399,0,1,2,0,0,0,0
11825,A892,A1214,86465,1,86465,86465,0,1,1,0,2,0,0
11832,A734,A308,79756,1,79756,79756,0,1,4,2,2,2,0
11837,A1037,A2179,28971,1,28971,28971,0,1,1,0,2,0,0
11847,A459,A369,2310,1,2310,2310,0,1,3,1,2,2,0
11857,A1138,A2357,91074,1,91074,91074,0,1,1,1,2,0,0
21861,A82,A1730,5000,1,5000,5000,0,1,1,4,2,2,1
11862,A689,A9,74810,1,74810,74810,0,1,2,1,2,2,0
11865,A793,A2229,52478,1,52478,52478,0,1,1,1,2,0,0
11866,A736,A1107,32505,1,32505,32505,0,1,1,1,2,2,0
11869,A701,A2313,80641,1,80641,80641,0,1,1,0,0,0,0
11878,A672,A1874,99705,1,99705,99705,0,1,1,1,0,2,0
11888,A835,A879,12626,1,12626,12626,0,1,2,0,2,0,0
11890,A468,A2222,67624,1,67624,67624,0,1,2,0,2,0,0
11897,A1016,A1778,72697,1,72697,72697,0,1,1,0,2,0,0
11901,A2072,A643,27063,1,27063,27063,0,1,1,0,2,0,0
11904,A2458,A260,69897,1,69897,69897,0,1,1,1,2,2,0
11912,A390,A178,56187,1,56187,56187,0,1,4,1,2,2,0
21915,A2141,A412,5000,1,5000,5000,0,1,3,1,2,2,1
11919,A522,A1914,34660,1,34660,34660,0,1,10,2,2,2,0
11921,A2061,A454,82379,1,82379,82379,0,1,2,3,2,0,0
11926,A2038,A730,68776,1,68776,68776,0,1,5,1,2,0,0
11929,A1544,A1510,91740,1,91740,91740,0,1,1,1,2,2,0
11931,A1262,A837,8.51e+006,1,8.51e+006,8.51e+006,0,1,1,1,2,2,1
11932,A666,A837,5.76188e+006,1,5.76188e+006,5.76188e+006,0,1,2,1,2,2,1
11933,A916,A837,4.57741e+006,1,4.57741e+006,4.57741e+006,0,1,5,1,4,2,1
11934,A37,A837,7.45485e+006,1,7.45485e+006,7.45485e+006,0,1,1,1,0,2,1
11935,A560,A837,9.71967e+006,1,9.71967e+006,9.71967e+006,0,1,3,1,2,2,1
11939,A1947,A585,54374,1,54374,54374,0,1,3,1,2,2,0
11949,A1248,A258,74229,1,74229,74229,0,1,2,1,2,2,0
11950,A2267,A2439,60176,1,60176,60176,0,1,1,0,2,0,0
11956,A2339,A1165,2678,1,2678,2678,0,1,2,3,2,2,0
11965,A461,A1684,62893,1,62893,62893,0,1,13,1,2,2,0
11970,A2126,A1407,42199,1,42199,42199,0,1,4,2,2,2,0
11975,A2187,A115,35575,1,35575,35575,0,1,1,1,2,2,0
11978,A2109,A1616,2106,1,2106,2106,0,1,2,3,2,0,0
11985,A1625,A161,6.71459e+006,1,6.71459e+006,6.71459e+006,0,1,2,0,2,0,1
11986,A2265,A161,1.02698e+006,1,1.02698e+006,1.02698e+006,0,1,4,0,0,0,1
11987,A2230,A161,3.0056e+006,1,3.0056e+006,3.0056e+006,0,1,1,0,2,0,1
11988,A2190,A161,4.23908e+006,1,4.23908e+006,4.23908e+006,0,1,2,0,2,0,1
11989,A2131,A161,1.75122e+006,1,1.75122e+006,1.75122e+006,0,1,3,0,2,0,1
11986,A2211,A2348,73598,1,73598,73598,0,1,1,1,2,2,0
11991,A2216,A2258,31723,1,31723,31723,0,1,1,0,2,0,0
11997,A969,A60,42825,1,42825,42825,0,1,3,0,2,0,0
12003,A194,A3,48283,1,48283,48283,0,1,2,2,0,2,0
12010,A1458,A833,290134,1,290134,290134,0,1,2,2,2,2,1
12011,A1458,A1200,1.62902e+006,1,1.62902e+006,1.62902e+006,0,1,3,1,2,2,1
12012,A1458,A2316,3.21431e+006,1,3.21431e+006,3.21431e+006,0,1,4,1,2,2,1
12013,A1458,A1770,7.53014e+006,1,7.53014e+006,7.53014e+006,0,1,5,0,4,0,1
12019,A80,A485,67765,1,67765,67765,0,1,2,1,0,2,0
12026,A144,A128,15097,1,15097,15097,0,1,1,0,0,0,0
12031,A1242,A1033,17958,1,17958,17958,0,1,3,1,2,2,0
12037,A2289,A1642,9382,1,9382,9382,0,1,2,1,2,2,0
12044,A479,A1326,75000,1,75000,75000,0,1,3,1,2,2,1
12054,A1957,A561,8888,1,8888,8888,0,1,3,2,2,2,0
12057,A741,A512,80361,1,80361,80361,0,1,2,1,2,0,0
12058,A1259,A1968,60754,1,60754,60754,0,1,3,1,2,2,0
12067,A1334,A1526,30890,1,30890,30890,0,1,2,3,0,2,0
12069,A950,A2189,82887,1,82887,82887,0,1,3,0,2,0,0
12070,A336,A562,58980,1,58980,58980,0,1,3,1,2,2,0
12073,A2441,A231,68658,1,68658,68658,0,1,3,0,2,0,0
12077,A758,A375,9664,1,9664,9664,0,1,2,1,2,2,0
12080,A1109,A2196,84585,1,84585,84585,0,1,1,0,0,0,0
12086,A1316,A2270,42914,1,42914,42914,0,1,1,0,2,0,0
12092,A2058,A1838,636,1,636,636,0,1,1,1,2,2,1
12093,A2058,A1377,606,1,606,606,0,1,2,1,2,2,1
12094,A2058,A194,1243,1,1243,1243,0,1,3,2,2,0,1
12095,A2058,A2455,689,1,689,689,0,1,4,0,2,0,1
12096,A2058,A1836,1430,1,1430,1430,0,1,5,1,4,0,1
12097,A2058,A1103,1465,1,1465,1465,0,1,6,0,4,0,1
12098,A1461,A579,39415,1,39415,39415,0,1,1,0,2,0,0
12100,A1230,A2340,60616,1,60616,60616,0,1,1,0,2,0,0
12106,A2092,A2189,4886,1,4886,4886,0,1,5,0,4,0,0
12110,A282,A824,31860,1,31860,31860,0,1,1,1,2,2,0
12119,A2281,A280,46743,1,46743,46743,0,1,2,0,2,0,0
12120,A2273,A1781,26939,1,26939,26939,0,1,2,1,2,2,0
12122,A1253,A1674,43600,1,43600,43600,0,1,1,1,2,2,0
22131,A2313,A1960,5000,1,5000,5000,0,1,1,2,2,2,1
12136,A1563,A2034,11961,1,11961,11961,0,1,1,0,2,0,0
12138,A920,A860,354,1,354,354,0,1,5,1,2,2,0
12148,A1053,A1541,83137,1,83137,83137,0,1,1,1,2,2,0
22149,A2440,A2270,5000,1,5000,5000,0,1,2,0,2,0,1
12157,A70,A2177,88717,1,88717,88717,0,1,3,0,2,0,0
12163,A349,A2214,27787,1,27787,27787,0,1,3,0,2,0,0
12166,A1597,A1135,30396,1,30396,30396,0,1,3,0,2,0,0
12176,A2388,A1519,58102,1,58102,58102,0,1,1,0,2,0,0
12186,A2130,A518,80983,1,80983,80983,0,1,2,4,2,2,0
12187,A293,A1807,9277,1,9277,9277,0,1,3,0,2,0,0
12192,A769,A2493,59502,1,59502,59502,0,1,2,0,2,0,0
12202,A1076,A1347,13158,1,13158,13158,0,1,2,0,2,0,0
