tx_id,sender,receiver,amount,timestamp,device_id,location,tx_type,status,label
2238,A2190,A1906,67501,9075,D63,Ladakh,transfer,success,0
2239,A1447,A723,51272,9081,D97,Singapore,transfer,success,0
2240,A2139,A1961,1817560,9084,D274,Dubai,transfer,success,1
2241,A1595,A1772,13640,9085,D263,Pakistan,transfer,success,0
2242,A1981,A2402,98743,9089,D35,Dubai,withdrawal,success,0
2243,A1511,A816,66000,9097,D7,Singapore,transfer,success,0
2244,A2339,A1456,2415,9105,D191,London,payment,success,0
2245,A2436,A2429,778,9107,D243,Singapore,transfer,success,1
2246,A2436,A2025,1633,9108,D283,Singapore,transfer,success,1
2247,A2436,A1396,745,9109,D17,Singapore,transfer,success,1
2248,A2436,A1299,1003,9110,D160,Singapore,transfer,success,1
2249,A2436,A2200,1371,9111,D151,Singapore,transfer,success,1
2250,A2436,A160,718,9112,D29,Singapore,transfer,success,1
2251,A561,A1058,50444,9112,D79,Singapore,payment,success,0
2252,A1491,A308,56705,9114,D190,London,transfer,success,0
2253,A1343,A757,93800,9115,D48,Bangalore,payment,success,0
2254,A1368,A1304,2075894,9117,D94,Dubai,transfer,success,1
2255,A949,A202,36838,9127,D160,Mumbai,withdrawal,success,0
2256,A167,A1278,1000,9132,D_SHARED_1,Dubai,transfer,success,1
2257,A1278,A1722,1000,9133,D_SHARED_1,Dubai,transfer,success,1
2258,A1722,A381,1000,9134,D_SHARED_1,Dubai,transfer,success,1
2259,A381,A167,1000,9135,D_SHARED_1,Dubai,transfer,success,1
2260,A214,A561,31047,9138,D242,London,transfer,success,0
2261,A1922,A175,6058825,9148,D208,Dubai,transfer,success,1
2262,A2220,A175,1793432,9149,D136,Dubai,transfer,success,1
2263,A651,A175,9912982,9150,D288,Dubai,transfer,success,1
2264,A1015,A175,1375980,9151,D172,Dubai,transfer,success,1
2265,A690,A175,3106052,9152,D292,Dubai,transfer,success,1
2266,A69,A1927,43977,9150,D57,Pakistan,withdrawal,success,0
2267,A1671,A22,90120,9159,D268,Singapore,payment,success,0
2268,A1761,A865,80955,9168,D199,Dubai,payment,success,0
2269,A2369,A1179,35656,9178,D128,Mumbai,payment,success,0
2270,A470,A1662,224,9188,D79,Mumbai,withdrawal,success,0
2271,A2377,A492,49094,9191,D240,London,transfer,success,0
2272,A1024,A191,96440,9192,D37,Pakistan,withdrawal,success,0
2273,A454,A57,70917,9193,D215,Ladakh,transfer,success,0
2274,A592,A603,7995,9199,D288,Pakistan,payment,success,0
2275,A2126,A1127,41764,9206,D172,Bangalore,withdrawal,success,0
2276,A598,A847,51784,9210,D181,Dubai,payment,success,0
2277,A1792,A201,33255,9218,D2,Pakistan,transfer,success,0
2278,A245,A1880,68864,9219,D149,Dubai,payment,success,0
2279,A57,A1939,70127,9224,D34,Ladakh,payment,success,0
2280,A1129,A1954,51482,9228,D139,Bangalore,transfer,success,0
2281,A1576,A897,72844,9232,D261,Bangalore,payment,success,0
2282,A405,A1114,86782,9238,D265,Singapore,transfer,success,0
2283,A1001,A2278,37812,9243,D81,Ladakh,withdrawal,success,0
2284,A14,A611,36554,9251,D288,London,withdrawal,success,0
2285,A768,A1029,4562522,9257,D103,London,transfer,success,1
2286,A2465,A2316,29570,9264,D55,Pakistan,transfer,success,0
2287,A804,A1004,42851,9271,D24,London,payment,success,0
2288,A2304,A68,87999,9275,D163,London,transfer,success,0
2289,A948,A1683,5685,9285,D105,Ladakh,transfer,success,0
2290,A556,A905,60097,9294,D89,Ladakh,transfer,success,0
2291,A48,A2407,6864299,9300,D62,Singapore,transfer,success,1
2292,A857,A383,45297,9310,D122,Mumbai,transfer,success,0
2293,A2217,A685,47597,9318,D232,Mumbai,payment,success,0
2294,A1355,A410,12270,9322,D258,Dubai,withdrawal,success,0
2295,A1853,A2279,98478,9328,D282,Dubai,transfer,success,0
2296,A2342,A88,9786,9330,D41,Bangalore,transfer,success,0
2297,A803,A857,26291,9331,D68,Singapore,transfer,success,0
2298,A551,A129,64587,9339,D94,Mumbai,payment,success,0
2299,A1769,A631,44701,9344,D139,Singapore,transfer,success,0
2300,A702,A1535,41433,9352,D174,Ladakh,transfer,success,0
2301,A868,A300,20677,9354,D213,Mumbai,transfer,success,0
2302,A2131,A2274,89342,9357,D272,London,payment,success,0
2303,A1824,A1144,62222,9364,D11,Ladakh,payment,success,0
2304,A83,A804,1706,9374,D112,London,transfer,success,0
2305,A221,A942,1959480,9384,D129,Dubai,transfer,success,1
2306,A2379,A554,23047,9393,D173,Delhi,withdrawal,success,0
2307,A950,A518,83046,9396,D95,Bangalore,transfer,success,0
2308,A1390,A2151,71023,9405,D48,Singapore,payment,success,0
2309,A181,A1752,884380,9414,D67,Singapore,transfer,success,1
2310,A367,A2122,2480145,9418,D227,London,transfer,success,1
2311,A2240,A329,97279,9420,D165,Ladakh,transfer,success,0
2312,A112,A100,84884,9421,D220,Bangalore,transfer,success,0
2313,A2400,A333,11417,9427,D98,Ladakh,transfer,success,0
2314,A1448,A2065,830100,9437,D195,Mumbai,transfer,success,1
2315,A349,A2236,28005,9442,D177,Dubai,withdrawal,success,0
2316,A1177,A2012,69100,9452,D40,Bangalore,payment,success,0
2317,A2078,A1781,62054,9459,D14,Delhi,transfer,success,0
2318,A1548,A1415,16785,9464,D142,Mumbai,withdrawal,success,0
2319,A2307,A504,10036,9467,D276,Dubai,payment,success,0
2320,A2096,A934,42410,9470,D190,Delhi,withdrawal,success,0
2321,A162,A1925,58555,9471,D18,London,payment,success,0
2322,A2467,A2287,60844,9475,D182,Delhi,transfer,success,0
2323,A1605,A1036,1054,9477,D_SHARED_5,Dubai,transfer,success,1
2324,A1036,A2166,1054,9478,D_SHARED_5,Dubai,transfer,success,1
2325,A2166,A1605,1054,9479,D_SHARED_1,Dubai,transfer,success,1
2326,A1060,A727,24151,9482,D172,Mumbai,payment,success,0
2327,A1549,A769,86838,9486,D27,Singapore,transfer,success,0
2328,A580,A1639,81630,9489,D152,Bangalore,payment,success,0
2329,A995,A1720,68806,9494,D87,Pakistan,transfer,success,0
2330,A1032,A337,9626,9496,D295,Dubai,transfer,success,0
2331,A1597,A642,30358,9503,D127,Singapore,transfer,success,0
2332,A939,A1512,45318,9506,D279,Bangalore,transfer,success,0
2333,A1925,A1546,16941,9507,D18,Pakistan,withdrawal,success,0
2334,A2173,A2070,19416,9517,D134,Mumbai,transfer,success,0
2335,A2278,A2052,68230,9519,D92,Singapore,withdrawal,success,0
2336,A1393,A154,68244,9520,D132,Singapore,withdrawal,success,0
2337,A1194,A979,79888,9521,D203,Singapore,transfer,success,0
2338,A1291,A501,52369,9530,D114,Bangalore,transfer,success,0
2339,A1863,A2156,50046,9532,D59,Dubai,withdrawal,success,0
2340,A814,A988,69473,9533,D78,Delhi,withdrawal,success,0
2341,A552,A1659,85112,9537,D166,Dubai,withdrawal,success,0
2342,A2069,A2035,83833,9539,D64,Delhi,payment,success,0
2343,A2051,A1668,73050,9541,D269,Delhi,transfer,success,0
2344,A459,A2252,1000,9551,D_SHARED_1,Dubai,transfer,success,1
2345,A2252,A524,1000,9552,D_SHARED_1,Dubai,transfer,success,1
2346,A524,A2447,1000,9553,D_SHARED_1,Dubai,transfer,success,1
2347,A2447,A459,1000,9554,D_SHARED_1,Dubai,transfer,success,1
2348,A1002,A1546,81252,9560,D97,Singapore,payment,success,0
2349,A1162,A2442,16412,9568,D213,Delhi,payment,success,0
2350,A549,A238,10290,9578,D160,Mumbai,withdrawal,success,0
2351,A2209,A1198,86190,9588,D179,Mumbai,payment,success,0
2352,A1669,A798,8419,9589,D167,Bangalore,withdrawal,success,0
2353,A2485,A2466,63554,9592,D88,Dubai,payment,success,0
2354,A315,A378,25900,9598,D94,Mumbai,transfer,success,0
2355,A1669,A176,5000,19603,D188,Singapore,transfer,success,1
2356,A1383,A974,64711,9604,D203,Pakistan,withdrawal,success,0
2357,A1748,A74,1810420,9606,D80,Mumbai,transfer,success,1
2358,A227,A2131,41783,9610,D153,Mumbai,payment,success,0
2359,A2489,A363,4043,9617,D198,Bangalore,transfer,success,0
2360,A1041,A1395,33894,9620,D5,Ladakh,transfer,success,0
2361,A752,A1787,75316,9627,D56,Ladakh,withdrawal,success,0
2362,A1081,A1190,98594,9631,D21,Mumbai,payment,success,0
2363,A1833,A973,5000,19640,D245,Singapore,transfer,success,1
2364,A2166,A560,53925,9649,D24,Dubai,transfer,success,0
2365,A1850,A74,80079,9651,D25,London,payment,success,0
2366,A65,A1856,19637,9656,D250,Pakistan,payment,success,0
2367,A1724,A2346,49751,9666,D152,Ladakh,withdrawal,success,0
2368,A1574,A2330,4164218,9671,D_SHARED_5,Dubai,transfer,success,1
2369,A602,A1354,9484929,9672,D_SHARED_5,Dubai,transfer,success,1
2370,A422,A1206,357007,9673,D_SHARED_5,Dubai,transfer,success,1
2371,A2050,A1269,9554414,9674,D_SHARED_5,Dubai,transfer,success,1
2372,A797,A718,3194074,9675,D_SHARED_5,Dubai,transfer,success,1
2373,A914,A1206,18550,9673,D221,Pakistan,payment,success,0
2374,A2286,A1938,20617,9683,D204,Mumbai,payment,success,0
2375,A713,A885,40926,9684,D288,Dubai,withdrawal,success,0
2376,A2131,A568,89236,9688,D272,London,payment,success,0
2377,A1670,A483,88209,9689,D71,Singapore,payment,success,0
2378,A604,A1664,39816,9690,D69,Pakistan,withdrawal,success,0
2379,A1090,A383,94283,9693,D213,London,payment,success,0
2380,A888,A62,73942,9700,D247,Pakistan,withdrawal,success,0
2381,A2165,A1285,75406,9703,D173,Mumbai,payment,success,0
2382,A1273,A2085,4561849,9712,D21,Delhi,transfer,failed,1
2383,A1273,A673,8026610,9713,D115,Delhi,transfer,failed,1
2384,A1273,A27,8621887,9714,D223,Pakistan,transfer,failed,1
2385,A1273,A1595,1050436,9715,D29,Mumbai,transfer,success,1
2386,A308,A333,35197,9719,D169,Pakistan,withdrawal,success,0
2387,A105,A197,9055,9725,D193,Delhi,withdrawal,success,0
2388,A1857,A1671,2972841,9735,D_SHARED_1,Dubai,transfer,success,1
2389,A2138,A803,9772198,9736,D_SHARED_1,Dubai,transfer,success,1
2390,A1816,A1685,2410115,9737,D_SHARED_1,Dubai,transfer,success,1
2391,A207,A1509,3699656,9738,D_SHARED_1,Dubai,transfer,success,1
2392,A1147,A1107,282257,9739,D_SHARED_1,Dubai,transfer,success,1
2393,A2453,A1154,51609,9743,D84,Delhi,transfer,success,0
2394,A1687,A533,35318,9750,D82,Mumbai,withdrawal,success,0
2395,A1943,A1575,6646,9758,D83,Mumbai,transfer,success,0
2396,A2186,A1077,42125,9765,D250,Delhi,payment,success,0
2397,A1287,A1466,706280,9769,D203,Bangalore,transfer,success,1
2398,A1644,A446,61788,9773,D279,Mumbai,transfer,success,0
2399,A673,A417,57055,9777,D69,Singapore,transfer,success,0
2400,A975,A2103,52560,9781,D166,Delhi,transfer,success,0
2401,A2349,A1413,49795,9789,D63,Dubai,payment,success,0
2402,A691,A2371,21343,9794,D251,Mumbai,transfer,success,0
2403,A1205,A2091,6032,9797,D49,Pakistan,payment,success,0
2404,A417,A1632,62797,9801,D274,Mumbai,payment,success,0
2405,A698,A765,85227,9809,D80,London,payment,success,0
2406,A748,A420,83020,9819,D100,Singapore,transfer,success,0
2407,A2013,A2485,73021,9829,D226,Delhi,withdrawal,success,0
2408,A2111,A726,32339,9833,D74,Singapore,payment,success,0
2409,A2345,A1842,97393,9834,D12,Ladakh,payment,success,0
2410,A251,A1650,78156,9836,D81,Mumbai,transfer,success,0
2411,A601,A64,19860,9843,D200,Ladakh,transfer,success,0
2412,A1431,A1344,63637,9846,D244,Bangalore,transfer,success,0
2413,A1500,A61,44696,9853,D277,Ladakh,withdrawal,success,0
2414,A2142,A714,66489,9856,D215,Bangalore,withdrawal,success,0
2415,A1630,A1871,99479,9859,D21,Singapore,withdrawal,success,0
2416,A520,A155,44147,9860,D18,Dubai,withdrawal,success,0
2417,A1028,A2079,38889,9870,D67,Singapore,withdrawal,success,0
2418,A1851,A2236,66900,9872,D235,Delhi,transfer,success,0
2419,A964,A2229,52898,9878,D230,Pakistan,transfer,success,0
2420,A1559,A320,6984,9888,D229,Ladakh,withdrawal,success,0
2421,A2180,A2018,51055,9896,D278,Bangalore,withdrawal,success,0
2422,A631,A531,42253,9904,D265,Dubai,withdrawal,success,0
2423,A2180,A1304,50889,9905,D278,Bangalore,withdrawal,success,0
2424,A1104,A123,87468,9909,D185,Pakistan,withdrawal,success,0
2425,A1871,A2332,5733,9919,D16,Mumbai,withdrawal,success,0
2426,A1100,A1029,24800,9925,D269,Pakistan,withdrawal,success,0
2427,A1446,A1205,24704,9932,D127,Bangalore,payment,success,0
2428,A797,A2238,53147,9936,D295,Delhi,payment,success,0
2429,A327,A1343,24878,9943,D273,London,payment,success,0
2430,A2358,A704,94197,9950,D197,Ladakh,withdrawal,success,0
2431,A911,A1407,19682,9954,D294,Delhi,transfer,success,0
2432,A2067,A436,54187,9958,D231,Bangalore,payment,success,0
2433,A1077,A2126,6480787,9964,D287,Dubai,transfer,success,1
2434,A1329,A2126,262368,9965,D165,Dubai,transfer,success,1
2435,A1998,A2126,4820273,9966,D134,Dubai,transfer,success,1
2436,A919,A2126,127645,9967,D100,Dubai,transfer,success,1
2437,A1256,A2126,2012993,9968,D263,Dubai,transfer,success,1
2438,A1972,A676,596,9974,D102,Singapore,transfer,success,1
2439,A1972,A2137,1943,9975,D171,Singapore,transfer,success,1
2440,A1972,A2384,983,9976,D138,Singapore,transfer,success,1
2441,A1972,A155,676,9977,D187,Singapore,transfer,success,1
2442,A1972,A861,1307,9978,D158,Singapore,transfer,success,1
2443,A1972,A362,1166,9979,D151,Singapore,transfer,success,1
2444,A1972,A1859,720,9980,D168,Singapore,transfer,success,1
2445,A1972,A1343,914,9981,D55,Singapore,transfer,success,1
2446,A1972,A888,1992,9982,D89,Singapore,transfer,success,1
2447,A1972,A1500,1768,9983,D110,Singapore,transfer,success,1
2448,A1972,A1719,1474,9984,D269,Singapore,transfer,success,1
2449,A1972,A399,987,9985,D219,Singapore,transfer,success,1
2450,A188,A66,81771,9982,D137,Bangalore,payment,success,0
2451,A1871,A1569,8878805,9984,D_SHARED_2,Dubai,transfer,success,1
2452,A500,A2424,8786680,9985,D_SHARED_2,Dubai,transfer,success,1
2453,A1937,A2300,1009120,9986,D_SHARED_2,Dubai,transfer,success,1
2454,A2479,A540,8019841,9987,D_SHARED_2,Dubai,transfer,success,1
2455,A28,A1113,6056450,9988,D_SHARED_2,Dubai,transfer,success,1
2456,A2107,A2158,73340,9987,D179,Pakistan,transfer,success,0
2457,A1754,A1705,45179,9993,D14,Ladakh,payment,success,0
2458,A1224,A687,55484,10002,D276,Dubai,payment,success,0
2459,A1146,A2218,90756,10008,D190,Dubai,payment,success,0
2460,A1180,A729,84971,10014,D234,London,payment,success,0
2461,A340,A1754,73750,10024,D125,Dubai,transfer,success,0
2462,A1257,A1526,84271,10025,D118,Dubai,transfer,success,0
2463,A475,A1336,59568,10028,D258,London,payment,success,0
2464,A2138,A836,83467,10034,D218,Bangalore,payment,success,0
2465,A2130,A2150,80800,10039,D197,Pakistan,transfer,success,0
2466,A910,A1733,59013,10047,D226,Singapore,transfer,success,0
2467,A687,A286,5000,20048,D270,Singapore,transfer,success,1
2468,A709,A2226,14428,10052,D69,Dubai,withdrawal,success,0
2469,A380,A242,49844,10053,D5,Mumbai,payment,success,0
2470,A836,A2265,79972,10058,D74,London,payment,success,0
2471,A357,A1868,23702,10065,D93,London,payment,success,0
2472,A1488,A2303,82854,10071,D137,Ladakh,payment,success,0
2473,A2093,A1858,91411,10074,D25,Pakistan,withdrawal,success,0
2474,A419,A1608,7358,10083,D282,Bangalore,transfer,success,0
2475,A881,A813,59187,10085,D117,Pakistan,withdrawal,success,0
2476,A2387,A763,4458,10089,D167,Bangalore,withdrawal,success,0
2477,A413,A1750,43585,10096,D300,Mumbai,transfer,success,0
2478,A969,A683,43207,10105,D187,Dubai,payment,success,0
2479,A1093,A1712,16129,10114,D251,Ladakh,transfer,success,0
2480,A1188,A1013,88153,10117,D76,Ladakh,payment,success,0
2481,A2041,A478,24060,10127,D229,Ladakh,transfer,success,0
2482,A287,A664,8171,10137,D189,Delhi,withdrawal,success,0
2483,A878,A2009,64287,10145,D99,Dubai,transfer,success,0
2484,A2126,A996,42143,10155,D172,Bangalore,transfer,success,0
2485,A223,A2245,25233,10161,D89,Delhi,payment,success,0
2486,A1908,A2125,96953,10170,D78,London,payment,success,0
2487,A1525,A2107,47331,10174,D95,Dubai,transfer,success,0
2488,A1140,A1238,31625,10175,D199,Mumbai,transfer,success,0
2489,A861,A94,1918280,10183,D293,Mumbai,transfer,success,1
2490,A2404,A1427,87170,10193,D13,Mumbai,transfer,success,0
2491,A2095,A790,7377,10201,D101,Delhi,transfer,success,0
2492,A2494,A472,19240,10211,D204,Delhi,withdrawal,success,0
2493,A484,A1912,1810360,10214,D236,Pakistan,transfer,success,1
2494,A475,A1568,1324,10215,D54,Singapore,transfer,success,1
2495,A475,A531,870,10216,D22,Singapore,transfer,success,1
2496,A475,A496,1764,10217,D17,Singapore,transfer,success,1
2497,A475,A1829,778,10218,D176,Singapore,transfer,success,1
2498,A475,A2168,1396,10219,D128,Singapore,transfer,success,1
2499,A475,A811,1775,10220,D110,Singapore,transfer,success,1
2500,A789,A1768,50057,10216,D173,Dubai,withdrawal,success,0
2501,A425,A613,35097,10221,D60,Mumbai,transfer,success,0
2502,A2150,A576,1075,10223,D_SHARED_2,Dubai,transfer,success,1
2503,A576,A1381,1075,10224,D_SHARED_5,Dubai,transfer,success,1
2504,A1381,A36,1075,10225,D_SHARED_3,Dubai,transfer,success,1
2505,A36,A2362,1075,10226,D_SHARED_4,Dubai,transfer,success,1
2506,A2362,A1338,1075,10227,D_SHARED_2,Dubai,transfer,success,1
2507,A1338,A2150,1075,10228,D_SHARED_1,Dubai,transfer,success,1
2508,A1503,A1434,99625,10233,D22,Ladakh,withdrawal,success,0
2509,A880,A2331,81559,10234,D135,Ladakh,transfer,success,0
2510,A70,A399,88779,10244,D61,Delhi,payment,success,0
2511,A1471,A2252,90086,10248,D156,Pakistan,withdrawal,success,0
2512,A534,A869,47848,10254,D186,London,withdrawal,success,0
2513,A1731,A221,2065590,10257,D186,Dubai,transfer,success,1
2514,A664,A221,8041595,10258,D119,Dubai,transfer,success,1
2515,A2284,A221,8302424,10259,D143,Dubai,transfer,success,1
2516,A248,A221,2791020,10260,D32,Dubai,transfer,success,1
2517,A1815,A221,1432431,10261,D221,Dubai,transfer,success,1
2518,A92,A1689,4958,10264,D62,Singapore,transfer,success,0
2519,A2176,A439,78461,10267,D163,Ladakh,withdrawal,success,0
2520,A1170,A133,33358,10268,D31,Mumbai,withdrawal,success,0
2521,A1662,A2034,74168,10274,D232,London,payment,success,0
2522,A1426,A1524,38024,10282,D218,Bangalore,payment,success,0
2523,A561,A1029,50237,10290,D79,Singapore,withdrawal,success,0
2524,A2107,A503,73615,10291,D179,Pakistan,transfer,success,0
2525,A1690,A2269,38150,10292,D83,Singapore,transfer,success,0
2526,A2115,A175,72068,10300,D7,Mumbai,payment,success,0
2527,A1404,A250,972,10302,D_SHARED_2,Dubai,transfer,success,1
2528,A250,A1899,972,10303,D_SHARED_5,Dubai,transfer,success,1
2529,A1899,A1404,972,10304,D_SHARED_1,Dubai,transfer,success,1
2530,A1010,A221,61102,10309,D118,London,payment,success,0
2531,A2016,A1230,26678,10318,D206,Bangalore,withdrawal,success,0
2532,A1783,A745,5854233,10322,D273,London,transfer,failed,1
2533,A1783,A1831,7145657,10323,D220,Singapore,transfer,failed,1
2534,A1783,A2033,498115,10324,D105,Mumbai,transfer,failed,1
2535,A1783,A2299,91815,10325,D171,Dubai,transfer,success,1
2536,A642,A1801,33716,10326,D224,Pakistan,withdrawal,success,0
2537,A567,A1946,48657,10328,D299,Dubai,transfer,success,0
2538,A1651,A1700,56553,10329,D52,Singapore,transfer,success,0
2539,A1990,A1915,2085900,10331,D130,Delhi,transfer,failed,1
2540,A1990,A81,4407377,10332,D300,Dubai,transfer,failed,1
2541,A1990,A2228,9261704,10333,D35,Singapore,transfer,failed,1
2542,A1990,A2352,50882,10334,D162,Dubai,transfer,success,1
2543,A706,A174,33929,10333,D257,Delhi,withdrawal,success,0
2544,A1618,A2483,71241,10343,D207,Ladakh,withdrawal,success,0
2545,A2418,A1799,82405,10345,D163,Pakistan,payment,success,0
2546,A1199,A419,54492,10352,D196,Mumbai,payment,success,0
2547,A1017,A956,23517,10360,D166,Pakistan,transfer,success,0
2548,A2438,A1185,77114,10369,D292,Mumbai,transfer,success,0
2549,A1765,A572,93917,10374,D199,Dubai,transfer,success,0
2550,A703,A2215,1773303,10382,D46,Dubai,transfer,success,1
2551,A1683,A2215,921546,10383,D82,Dubai,transfer,success,1
2552,A113,A2215,4353644,10384,D49,Dubai,transfer,success,1
2553,A2236,A2215,1404157,10385,D121,Dubai,transfer,success,1
2554,A1513,A2215,9589326,10386,D263,Dubai,transfer,success,1
2555,A2395,A1838,20221,10392,D58,Mumbai,withdrawal,success,0
2556,A2239,A1066,1122,10401,D274,Singapore,transfer,success,1
2557,A2239,A567,829,10402,D62,Singapore,transfer,success,1
2558,A2239,A1849,1229,10403,D268,Singapore,transfer,success,1
2559,A2239,A2102,977,10404,D293,Singapore,transfer,success,1
2560,A2239,A1804,1538,10405,D192,Singapore,transfer,success,1
2561,A2239,A1793,523,10406,D277,Singapore,transfer,success,1
2562,A2239,A707,626,10407,D14,Singapore,transfer,success,1
2563,A2239,A1063,1606,10408,D24,Singapore,transfer,success,1
2564,A2239,A1716,1471,10409,D164,Singapore,transfer,success,1
2565,A2239,A1939,1865,10410,D48,Singapore,transfer,success,1
2566,A2239,A737,886,10411,D195,Singapore,transfer,success,1
2567,A1652,A375,1409931,10411,D81,Ladakh,transfer,failed,1
2568,A1652,A2419,4536929,10412,D85,Pakistan,transfer,failed,1
2569,A1652,A2293,8467337,10413,D78,Ladakh,transfer,failed,1
2570,A1652,A1607,9707329,10414,D245,Delhi,transfer,success,1
2571,A483,A1060,1483826,10416,D_SHARED_2,Dubai,transfer,success,1
2572,A2380,A1735,1887419,10417,D_SHARED_2,Dubai,transfer,success,1
2573,A1453,A1750,738653,10418,D_SHARED_2,Dubai,transfer,success,1
2574,A2025,A2261,4162720,10419,D_SHARED_2,Dubai,transfer,success,1
2575,A726,A1997,4766800,10420,D_SHARED_2,Dubai,transfer,success,1
2576,A1366,A1546,72891,10425,D33,Delhi,transfer,success,0
2577,A1631,A745,38835,10433,D24,Pakistan,payment,success,0
2578,A1085,A1759,85810,10442,D20,Dubai,payment,success,0
2579,A622,A266,72094,10450,D291,Singapore,transfer,success,0
2580,A996,A1666,4617478,10457,D_SHARED_5,Dubai,transfer,success,1
2581,A2223,A2240,2098220,10458,D_SHARED_5,Dubai,transfer,success,1
2582,A2,A2059,9628046,10459,D_SHARED_5,Dubai,transfer,success,1
2583,A910,A1090,8969570,10460,D_SHARED_5,Dubai,transfer,success,1
2584,A1639,A2182,8419054,10461,D_SHARED_5,Dubai,transfer,success,1
2585,A1786,A564,12498,10461,D241,London,payment,success,0
2586,A2160,A1824,79148,10469,D295,Mumbai,transfer,success,0
2587,A2403,A838,1963,10474,D209,Singapore,transfer,success,1
2588,A2403,A443,976,10475,D110,Singapore,transfer,success,1
2589,A2403,A1947,1973,10476,D209,Singapore,transfer,success,1
2590,A2403,A2,1199,10477,D96,Singapore,transfer,success,1
2591,A2403,A1019,589,10478,D131,Singapore,transfer,success,1
2592,A2403,A1316,1639,10479,D262,Singapore,transfer,success,1
2593,A2403,A387,1320,10480,D171,Singapore,transfer,success,1
2594,A1476,A1141,73698,10475,D132,London,payment,success,0
2595,A399,A1757,48720,10478,D111,Dubai,withdrawal,success,0
2596,A2324,A1706,2396,10483,D270,Pakistan,transfer,success,0
2597,A1984,A268,67888,10491,D65,Singapore,withdrawal,success,0
2598,A12,A1642,60872,10500,D283,Bangalore,payment,success,0
2599,A1695,A2118,13885,10502,D116,London,payment,success,0
2600,A2206,A1020,37491,10511,D182,London,withdrawal,success,0
2601,A1277,A2076,18592,10521,D227,London,payment,success,0
2602,A1285,A202,80074,10527,D262,Mumbai,transfer,success,0
2603,A740,A240,8015527,10537,D185,Dubai,transfer,failed,1
2604,A740,A1563,746492,10538,D180,Mumbai,transfer,failed,1
2605,A740,A289,7960567,10539,D41,Pakistan,transfer,failed,1
2606,A740,A254,3809689,10540,D276,Pakistan,transfer,success,1
2607,A1019,A1683,82747,10541,D92,Pakistan,withdrawal,success,0
2608,A1526,A2456,5157,10551,D121,Ladakh,payment,success,0
2609,A557,A1224,1166,10559,D_SHARED_1,Dubai,transfer,success,1
2610,A1224,A2173,1166,10560,D_SHARED_3,Dubai,transfer,success,1
2611,A2173,A2378,1166,10561,D_SHARED_4,Dubai,transfer,success,1
2612,A2378,A1025,1166,10562,D_SHARED_4,Dubai,transfer,success,1
2613,A1025,A557,1166,10563,D_SHARED_3,Dubai,transfer,success,1
2614,A1767,A2038,28973,10568,D55,Ladakh,payment,success,0
2615,A1290,A1815,5702956,10571,D276,Delhi,transfer,success,1
2616,A1264,A1307,29525,10581,D99,Delhi,transfer,success,0
2617,A1514,A1058,59051,10585,D23,Singapore,withdrawal,success,0
2618,A1379,A1185,7213,10588,D56,Pakistan,withdrawal,success,0
2619,A220,A38,91628,10598,D218,Bangalore,payment,success,0
2620,A1852,A1754,29458,10601,D23,Singapore,withdrawal,success,0
2621,A551,A1295,64111,10609,D94,Mumbai,transfer,success,0
2622,A410,A379,64983,10612,D189,Singapore,withdrawal,success,0
2623,A2118,A1591,94967,10617,D162,Ladakh,transfer,success,0
2624,A1623,A1971,36851,10625,D292,Ladakh,withdrawal,success,0
2625,A325,A709,56945,10628,D60,Dubai,payment,success,0
2626,A1120,A1828,17987,10629,D210,Singapore,withdrawal,success,0
2627,A675,A1961,1200,10636,D117,Singapore,transfer,success,1
2628,A675,A1762,1208,10637,D198,Singapore,transfer,success,1
2629,A675,A2181,598,10638,D237,Singapore,transfer,success,1
2630,A675,A2270,1217,10639,D87,Singapore,transfer,success,1
2631,A675,A1510,1042,10640,D264,Singapore,transfer,success,1
2632,A675,A717,1134,10641,D66,Singapore,transfer,success,1
2633,A675,A506,1875,10642,D286,Singapore,transfer,success,1
2634,A675,A953,1531,10643,D167,Singapore,transfer,success,1
2635,A1100,A194,24898,10641,D269,Pakistan,payment,success,0
2636,A1914,A1387,15801,10647,D254,Delhi,transfer,success,0
2637,A632,A2201,8241965,10649,D44,London,transfer,success,1
2638,A1631,A845,38891,10657,D24,Pakistan,payment,success,0
2639,A2208,A1945,5000,20660,D182,Singapore,transfer,success,1
2640,A249,A276,73806,10661,D213,London,transfer,success,0
2641,A797,A136,52960,10662,D295,Delhi,payment,success,0
2642,A594,A1093,29511,10671,D101,Delhi,payment,success,0
2643,A49,A147,59577,10675,D196,London,withdrawal,success,0
2644,A1624,A1805,49204,10677,D121,Pakistan,withdrawal,success,0
2645,A275,A1741,51298,10682,D285,Pakistan,payment,success,0
2646,A1752,A220,1868,10688,D58,Mumbai,withdrawal,success,0
2647,A1947,A2469,54489,10694,D97,Delhi,transfer,success,0
2648,A2441,A506,68194,10700,D70,Singapore,withdrawal,success,0
2649,A2100,A1047,71374,10708,D198,Pakistan,withdrawal,success,0
2650,A2371,A545,8042112,10718,D_SHARED_4,Dubai,transfer,success,1
2651,A429,A1124,7540018,10719,D_SHARED_4,Dubai,transfer,success,1
2652,A564,A1040,6322462,10720,D_SHARED_4,Dubai,transfer,success,1
2653,A953,A150,1502360,10721,D_SHARED_4,Dubai,transfer,success,1
2654,A2451,A2214,6397898,10722,D_SHARED_4,Dubai,transfer,success,1
